,imgPath,label
85,edges\edges_edges_blurred_paper244.jpg,paper
86,edges\edges_edges_blurred_paper479.jpg,paper
87,edges\edges_edges_blurred_glass437.jpg,glass
88,edges\edges_edges_blurred_glass32.jpg,glass
89,edges\edges_edges_blurred_plastic481.jpg,plastic
90,edges\edges_edges_blurred_plastic44.jpg,plastic
91,edges\edges_edges_blurred_glass149.jpg,glass
92,edges\edges_edges_blurred_paper289.jpg,paper
93,edges\edges_edges_blurred_paper182.jpg,paper
94,edges\edges_edges_blurred_paper96.jpg,paper
95,edges\edges_edges_blurred_trash106.jpg,trash
96,edges\edges_edges_blurred_plastic126.jpg,plastic
97,edges\edges_edges_blurred_paper18.jpg,paper
98,edges\edges_edges_blurred_paper410.jpg,paper
99,edges\edges_edges_blurred_glass132.jpg,glass
100,edges\edges_edges_blurred_metal361.jpg,metal
101,edges\edges_edges_blurred_metal52.jpg,metal
102,edges\edges_edges_blurred_paper499.jpg,paper
103,edges\edges_edges_blurred_paper212.jpg,paper
104,edges\edges_edges_blurred_plastic107.jpg,plastic
105,edges\edges_edges_blurred_metal318.jpg,metal
106,edges\edges_edges_blurred_glass443.jpg,glass
107,edges\edges_edges_blurred_metal317.jpg,metal
108,edges\edges_edges_blurred_plastic352.jpg,plastic
109,edges\edges_edges_blurred_paper578.jpg,paper
110,edges\edges_edges_blurred_metal96.jpg,metal
111,edges\edges_edges_blurred_glass295.jpg,glass
112,edges\edges_edges_blurred_trash59.jpg,trash
113,edges\edges_edges_blurred_plastic358.jpg,plastic
114,edges\edges_edges_blurred_metal284.jpg,metal
115,edges\edges_edges_blurred_paper255.jpg,paper
116,edges\edges_edges_blurred_metal270.jpg,metal
117,edges\edges_edges_blurred_plastic190.jpg,plastic
118,edges\edges_edges_blurred_cardboard159.jpg,cardboard
119,edges\edges_edges_blurred_paper376.jpg,paper
120,edges\edges_edges_blurred_plastic466.jpg,plastic
121,edges\edges_edges_blurred_plastic326.jpg,plastic
122,edges\edges_edges_blurred_cardboard149.jpg,cardboard
123,edges\edges_edges_blurred_plastic382.jpg,plastic
124,edges\edges_edges_blurred_paper408.jpg,paper
125,edges\edges_edges_blurred_glass355.jpg,glass
126,edges\edges_edges_blurred_cardboard76.jpg,cardboard
127,edges\edges_edges_blurred_glass330.jpg,glass
128,edges\edges_edges_blurred_paper264.jpg,paper
129,edges\edges_edges_blurred_glass193.jpg,glass
130,edges\edges_edges_blurred_trash126.jpg,trash
131,edges\edges_edges_blurred_paper406.jpg,paper
132,edges\edges_edges_blurred_metal295.jpg,metal
133,edges\edges_edges_blurred_paper186.jpg,paper
134,edges\edges_edges_blurred_plastic9.jpg,plastic
135,edges\edges_edges_blurred_trash4.jpg,trash
136,edges\edges_edges_blurred_plastic293.jpg,plastic
137,edges\edges_edges_blurred_cardboard333.jpg,cardboard
138,edges\edges_edges_blurred_plastic354.jpg,plastic
139,edges\edges_edges_blurred_plastic147.jpg,plastic
140,edges\edges_edges_blurred_paper454.jpg,paper
141,edges\edges_edges_blurred_cardboard370.jpg,cardboard
142,edges\edges_edges_blurred_paper512.jpg,paper
143,edges\edges_edges_blurred_cardboard378.jpg,cardboard
144,edges\edges_edges_blurred_glass188.jpg,glass
145,edges\edges_edges_blurred_paper374.jpg,paper
146,edges\edges_edges_blurred_paper130.jpg,paper
147,edges\edges_edges_blurred_trash40.jpg,trash
148,edges\edges_edges_blurred_trash1.jpg,trash
149,edges\edges_edges_blurred_cardboard196.jpg,cardboard
150,edges\edges_edges_blurred_metal100.jpg,metal
151,edges\edges_edges_blurred_paper473.jpg,paper
152,edges\edges_edges_blurred_metal187.jpg,metal
153,edges\edges_edges_blurred_cardboard138.jpg,cardboard
154,edges\edges_edges_blurred_plastic376.jpg,plastic
155,edges\edges_edges_blurred_glass178.jpg,glass
156,edges\edges_edges_blurred_paper227.jpg,paper
157,edges\edges_edges_blurred_plastic86.jpg,plastic
158,edges\edges_edges_blurred_cardboard81.jpg,cardboard
159,edges\edges_edges_blurred_glass192.jpg,glass
160,edges\edges_edges_blurred_cardboard366.jpg,cardboard
161,edges\edges_edges_blurred_cardboard399.jpg,cardboard
162,edges\edges_edges_blurred_glass401.jpg,glass
163,edges\edges_edges_blurred_metal28.jpg,metal
164,edges\edges_edges_blurred_paper134.jpg,paper
165,edges\edges_edges_blurred_paper422.jpg,paper
166,edges\edges_edges_blurred_cardboard280.jpg,cardboard
167,edges\edges_edges_blurred_cardboard275.jpg,cardboard
168,edges\edges_edges_blurred_glass72.jpg,glass
169,edges\edges_edges_blurred_paper240.jpg,paper
170,edges\edges_edges_blurred_glass473.jpg,glass
171,edges\edges_edges_blurred_glass474.jpg,glass
172,edges\edges_edges_blurred_plastic174.jpg,plastic
173,edges\edges_edges_blurred_metal194.jpg,metal
174,edges\edges_edges_blurred_paper254.jpg,paper
175,edges\edges_edges_blurred_paper387.jpg,paper
176,edges\edges_edges_blurred_plastic455.jpg,plastic
177,edges\edges_edges_blurred_trash105.jpg,trash
178,edges\edges_edges_blurred_plastic251.jpg,plastic
179,edges\edges_edges_blurred_cardboard116.jpg,cardboard
180,edges\edges_edges_blurred_metal86.jpg,metal
181,edges\edges_edges_blurred_cardboard70.jpg,cardboard
182,edges\edges_edges_blurred_paper52.jpg,paper
183,edges\edges_edges_blurred_paper521.jpg,paper
184,edges\edges_edges_blurred_cardboard244.jpg,cardboard
185,edges\edges_edges_blurred_paper249.jpg,paper
186,edges\edges_edges_blurred_trash118.jpg,trash
187,edges\edges_edges_blurred_plastic138.jpg,plastic
188,edges\edges_edges_blurred_plastic201.jpg,plastic
189,edges\edges_edges_blurred_plastic58.jpg,plastic
190,edges\edges_edges_blurred_paper9.jpg,paper
191,edges\edges_edges_blurred_cardboard129.jpg,cardboard
192,edges\edges_edges_blurred_paper465.jpg,paper
193,edges\edges_edges_blurred_paper326.jpg,paper
194,edges\edges_edges_blurred_paper241.jpg,paper
195,edges\edges_edges_blurred_plastic340.jpg,plastic
196,edges\edges_edges_blurred_paper413.jpg,paper
197,edges\edges_edges_blurred_cardboard397.jpg,cardboard
198,edges\edges_edges_blurred_cardboard182.jpg,cardboard
199,edges\edges_edges_blurred_plastic387.jpg,plastic
200,edges\edges_edges_blurred_metal302.jpg,metal
201,edges\edges_edges_blurred_paper584.jpg,paper
202,edges\edges_edges_blurred_metal388.jpg,metal
203,edges\edges_edges_blurred_plastic167.jpg,plastic
204,edges\edges_edges_blurred_metal74.jpg,metal
205,edges\edges_edges_blurred_glass475.jpg,glass
206,edges\edges_edges_blurred_plastic35.jpg,plastic
207,edges\edges_edges_blurred_glass134.jpg,glass
208,edges\edges_edges_blurred_glass234.jpg,glass
209,edges\edges_edges_blurred_paper32.jpg,paper
210,edges\edges_edges_blurred_trash6.jpg,trash
211,edges\edges_edges_blurred_glass336.jpg,glass
212,edges\edges_edges_blurred_glass398.jpg,glass
213,edges\edges_edges_blurred_glass305.jpg,glass
214,edges\edges_edges_blurred_metal280.jpg,metal
215,edges\edges_edges_blurred_cardboard7.jpg,cardboard
216,edges\edges_edges_blurred_cardboard226.jpg,cardboard
217,edges\edges_edges_blurred_paper102.jpg,paper
218,edges\edges_edges_blurred_glass291.jpg,glass
219,edges\edges_edges_blurred_cardboard171.jpg,cardboard
220,edges\edges_edges_blurred_plastic287.jpg,plastic
221,edges\edges_edges_blurred_paper214.jpg,paper
222,edges\edges_edges_blurred_glass1.jpg,glass
223,edges\edges_edges_blurred_glass451.jpg,glass
224,edges\edges_edges_blurred_glass202.jpg,glass
225,edges\edges_edges_blurred_plastic7.jpg,plastic
226,edges\edges_edges_blurred_metal305.jpg,metal
227,edges\edges_edges_blurred_paper358.jpg,paper
228,edges\edges_edges_blurred_metal34.jpg,metal
229,edges\edges_edges_blurred_metal148.jpg,metal
230,edges\edges_edges_blurred_paper1.jpg,paper
231,edges\edges_edges_blurred_plastic350.jpg,plastic
232,edges\edges_edges_blurred_cardboard240.jpg,cardboard
233,edges\edges_edges_blurred_glass81.jpg,glass
234,edges\edges_edges_blurred_glass495.jpg,glass
235,edges\edges_edges_blurred_plastic378.jpg,plastic
236,edges\edges_edges_blurred_trash68.jpg,trash
237,edges\edges_edges_blurred_glass393.jpg,glass
238,edges\edges_edges_blurred_glass342.jpg,glass
239,edges\edges_edges_blurred_paper588.jpg,paper
240,edges\edges_edges_blurred_metal399.jpg,metal
241,edges\edges_edges_blurred_glass205.jpg,glass
242,edges\edges_edges_blurred_trash25.jpg,trash
243,edges\edges_edges_blurred_paper267.jpg,paper
244,edges\edges_edges_blurred_plastic28.jpg,plastic
245,edges\edges_edges_blurred_cardboard133.jpg,cardboard
246,edges\edges_edges_blurred_metal274.jpg,metal
247,edges\edges_edges_blurred_glass414.jpg,glass
248,edges\edges_edges_blurred_cardboard12.jpg,cardboard
249,edges\edges_edges_blurred_plastic364.jpg,plastic
250,edges\edges_edges_blurred_paper384.jpg,paper
251,edges\edges_edges_blurred_cardboard45.jpg,cardboard
252,edges\edges_edges_blurred_metal260.jpg,metal
253,edges\edges_edges_blurred_glass57.jpg,glass
254,edges\edges_edges_blurred_metal5.jpg,metal
255,edges\edges_edges_blurred_glass472.jpg,glass
256,edges\edges_edges_blurred_plastic252.jpg,plastic
257,edges\edges_edges_blurred_metal121.jpg,metal
258,edges\edges_edges_blurred_metal269.jpg,metal
259,edges\edges_edges_blurred_glass82.jpg,glass
260,edges\edges_edges_blurred_glass428.jpg,glass
261,edges\edges_edges_blurred_paper228.jpg,paper
262,edges\edges_edges_blurred_cardboard398.jpg,cardboard
263,edges\edges_edges_blurred_glass347.jpg,glass
264,edges\edges_edges_blurred_paper466.jpg,paper
265,edges\edges_edges_blurred_metal156.jpg,metal
266,edges\edges_edges_blurred_paper372.jpg,paper
267,edges\edges_edges_blurred_paper335.jpg,paper
268,edges\edges_edges_blurred_metal14.jpg,metal
269,edges\edges_edges_blurred_plastic313.jpg,plastic
270,edges\edges_edges_blurred_metal8.jpg,metal
271,edges\edges_edges_blurred_glass399.jpg,glass
272,edges\edges_edges_blurred_paper343.jpg,paper
273,edges\edges_edges_blurred_trash121.jpg,trash
274,edges\edges_edges_blurred_plastic21.jpg,plastic
275,edges\edges_edges_blurred_cardboard124.jpg,cardboard
276,edges\edges_edges_blurred_cardboard121.jpg,cardboard
277,edges\edges_edges_blurred_trash81.jpg,trash
278,edges\edges_edges_blurred_glass272.jpg,glass
279,edges\edges_edges_blurred_glass139.jpg,glass
280,edges\edges_edges_blurred_metal88.jpg,metal
281,edges\edges_edges_blurred_plastic64.jpg,plastic
282,edges\edges_edges_blurred_cardboard296.jpg,cardboard
283,edges\edges_edges_blurred_metal344.jpg,metal
284,edges\edges_edges_blurred_glass241.jpg,glass
285,edges\edges_edges_blurred_plastic24.jpg,plastic
286,edges\edges_edges_blurred_metal358.jpg,metal
287,edges\edges_edges_blurred_plastic43.jpg,plastic
288,edges\edges_edges_blurred_paper484.jpg,paper
289,edges\edges_edges_blurred_cardboard186.jpg,cardboard
290,edges\edges_edges_blurred_glass9.jpg,glass
291,edges\edges_edges_blurred_plastic15.jpg,plastic
292,edges\edges_edges_blurred_plastic227.jpg,plastic
293,edges\edges_edges_blurred_paper78.jpg,paper
294,edges\edges_edges_blurred_paper539.jpg,paper
295,edges\edges_edges_blurred_metal352.jpg,metal
296,edges\edges_edges_blurred_metal244.jpg,metal
297,edges\edges_edges_blurred_metal116.jpg,metal
298,edges\edges_edges_blurred_plastic359.jpg,plastic
299,edges\edges_edges_blurred_glass402.jpg,glass
300,edges\edges_edges_blurred_cardboard401.jpg,cardboard
301,edges\edges_edges_blurred_cardboard26.jpg,cardboard
302,edges\edges_edges_blurred_paper100.jpg,paper
303,edges\edges_edges_blurred_metal364.jpg,metal
304,edges\edges_edges_blurred_paper391.jpg,paper
305,edges\edges_edges_blurred_glass313.jpg,glass
306,edges\edges_edges_blurred_plastic26.jpg,plastic
307,edges\edges_edges_blurred_cardboard82.jpg,cardboard
308,edges\edges_edges_blurred_plastic379.jpg,plastic
309,edges\edges_edges_blurred_metal168.jpg,metal
310,edges\edges_edges_blurred_paper574.jpg,paper
311,edges\edges_edges_blurred_metal82.jpg,metal
312,edges\edges_edges_blurred_metal258.jpg,metal
313,edges\edges_edges_blurred_plastic42.jpg,plastic
314,edges\edges_edges_blurred_glass351.jpg,glass
315,edges\edges_edges_blurred_plastic121.jpg,plastic
316,edges\edges_edges_blurred_plastic8.jpg,plastic
317,edges\edges_edges_blurred_cardboard170.jpg,cardboard
318,edges\edges_edges_blurred_plastic468.jpg,plastic
319,edges\edges_edges_blurred_metal249.jpg,metal
320,edges\edges_edges_blurred_plastic478.jpg,plastic
321,edges\edges_edges_blurred_trash2.jpg,trash
322,edges\edges_edges_blurred_cardboard305.jpg,cardboard
323,edges\edges_edges_blurred_cardboard48.jpg,cardboard
324,edges\edges_edges_blurred_paper28.jpg,paper
325,edges\edges_edges_blurred_paper549.jpg,paper
326,edges\edges_edges_blurred_trash28.jpg,trash
327,edges\edges_edges_blurred_glass317.jpg,glass
328,edges\edges_edges_blurred_glass47.jpg,glass
329,edges\edges_edges_blurred_cardboard2.jpg,cardboard
330,edges\edges_edges_blurred_metal272.jpg,metal
331,edges\edges_edges_blurred_cardboard176.jpg,cardboard
332,edges\edges_edges_blurred_trash119.jpg,trash
333,edges\edges_edges_blurred_paper270.jpg,paper
334,edges\edges_edges_blurred_paper459.jpg,paper
335,edges\edges_edges_blurred_cardboard330.jpg,cardboard
336,edges\edges_edges_blurred_trash3.jpg,trash
337,edges\edges_edges_blurred_glass25.jpg,glass
338,edges\edges_edges_blurred_metal214.jpg,metal
339,edges\edges_edges_blurred_paper251.jpg,paper
340,edges\edges_edges_blurred_glass103.jpg,glass
341,edges\edges_edges_blurred_paper431.jpg,paper
342,edges\edges_edges_blurred_cardboard100.jpg,cardboard
343,edges\edges_edges_blurred_glass39.jpg,glass
344,edges\edges_edges_blurred_glass177.jpg,glass
345,edges\edges_edges_blurred_metal201.jpg,metal
346,edges\edges_edges_blurred_trash37.jpg,trash
347,edges\edges_edges_blurred_paper383.jpg,paper
348,edges\edges_edges_blurred_paper276.jpg,paper
349,edges\edges_edges_blurred_plastic296.jpg,plastic
350,edges\edges_edges_blurred_glass140.jpg,glass
351,edges\edges_edges_blurred_metal171.jpg,metal
352,edges\edges_edges_blurred_plastic421.jpg,plastic
353,edges\edges_edges_blurred_paper386.jpg,paper
354,edges\edges_edges_blurred_paper418.jpg,paper
355,edges\edges_edges_blurred_metal77.jpg,metal
356,edges\edges_edges_blurred_trash110.jpg,trash
357,edges\edges_edges_blurred_metal128.jpg,metal
358,edges\edges_edges_blurred_metal290.jpg,metal
359,edges\edges_edges_blurred_paper494.jpg,paper
360,edges\edges_edges_blurred_glass384.jpg,glass
361,edges\edges_edges_blurred_paper48.jpg,paper
362,edges\edges_edges_blurred_paper460.jpg,paper
363,edges\edges_edges_blurred_metal47.jpg,metal
364,edges\edges_edges_blurred_cardboard262.jpg,cardboard
365,edges\edges_edges_blurred_plastic89.jpg,plastic
366,edges\edges_edges_blurred_plastic104.jpg,plastic
367,edges\edges_edges_blurred_metal106.jpg,metal
368,edges\edges_edges_blurred_glass187.jpg,glass
369,edges\edges_edges_blurred_plastic335.jpg,plastic
370,edges\edges_edges_blurred_plastic140.jpg,plastic
371,edges\edges_edges_blurred_trash57.jpg,trash
372,edges\edges_edges_blurred_cardboard346.jpg,cardboard
373,edges\edges_edges_blurred_metal242.jpg,metal
374,edges\edges_edges_blurred_paper399.jpg,paper
375,edges\edges_edges_blurred_glass90.jpg,glass
376,edges\edges_edges_blurred_metal289.jpg,metal
377,edges\edges_edges_blurred_glass123.jpg,glass
378,edges\edges_edges_blurred_glass478.jpg,glass
379,edges\edges_edges_blurred_metal402.jpg,metal
380,edges\edges_edges_blurred_glass491.jpg,glass
381,edges\edges_edges_blurred_metal356.jpg,metal
382,edges\edges_edges_blurred_metal174.jpg,metal
383,edges\edges_edges_blurred_plastic5.jpg,plastic
384,edges\edges_edges_blurred_plastic157.jpg,plastic
385,edges\edges_edges_blurred_paper593.jpg,paper
386,edges\edges_edges_blurred_paper442.jpg,paper
387,edges\edges_edges_blurred_paper404.jpg,paper
388,edges\edges_edges_blurred_metal20.jpg,metal
389,edges\edges_edges_blurred_paper492.jpg,paper
390,edges\edges_edges_blurred_paper239.jpg,paper
391,edges\edges_edges_blurred_cardboard88.jpg,cardboard
392,edges\edges_edges_blurred_paper201.jpg,paper
393,edges\edges_edges_blurred_trash54.jpg,trash
394,edges\edges_edges_blurred_paper580.jpg,paper
395,edges\edges_edges_blurred_glass216.jpg,glass
396,edges\edges_edges_blurred_paper232.jpg,paper
397,edges\edges_edges_blurred_glass372.jpg,glass
398,edges\edges_edges_blurred_plastic228.jpg,plastic
399,edges\edges_edges_blurred_cardboard39.jpg,cardboard
400,edges\edges_edges_blurred_metal57.jpg,metal
401,edges\edges_edges_blurred_paper66.jpg,paper
402,edges\edges_edges_blurred_paper195.jpg,paper
403,edges\edges_edges_blurred_paper250.jpg,paper
404,edges\edges_edges_blurred_paper380.jpg,paper
405,edges\edges_edges_blurred_paper352.jpg,paper
406,edges\edges_edges_blurred_paper196.jpg,paper
407,edges\edges_edges_blurred_paper518.jpg,paper
408,edges\edges_edges_blurred_metal37.jpg,metal
409,edges\edges_edges_blurred_paper53.jpg,paper
410,edges\edges_edges_blurred_cardboard150.jpg,cardboard
411,edges\edges_edges_blurred_glass18.jpg,glass
412,edges\edges_edges_blurred_paper451.jpg,paper
413,edges\edges_edges_blurred_paper4.jpg,paper
414,edges\edges_edges_blurred_plastic3.jpg,plastic
415,edges\edges_edges_blurred_glass497.jpg,glass
416,edges\edges_edges_blurred_glass224.jpg,glass
417,edges\edges_edges_blurred_trash131.jpg,trash
418,edges\edges_edges_blurred_paper165.jpg,paper
419,edges\edges_edges_blurred_cardboard11.jpg,cardboard
420,edges\edges_edges_blurred_paper242.jpg,paper
421,edges\edges_edges_blurred_glass287.jpg,glass
422,edges\edges_edges_blurred_paper321.jpg,paper
423,edges\edges_edges_blurred_paper275.jpg,paper
424,edges\edges_edges_blurred_plastic292.jpg,plastic
425,edges\edges_edges_blurred_glass226.jpg,glass
426,edges\edges_edges_blurred_cardboard232.jpg,cardboard
427,edges\edges_edges_blurred_plastic418.jpg,plastic
428,edges\edges_edges_blurred_plastic470.jpg,plastic
429,edges\edges_edges_blurred_cardboard162.jpg,cardboard
430,edges\edges_edges_blurred_metal36.jpg,metal
431,edges\edges_edges_blurred_paper433.jpg,paper
432,edges\edges_edges_blurred_cardboard65.jpg,cardboard
433,edges\edges_edges_blurred_glass239.jpg,glass
434,edges\edges_edges_blurred_metal240.jpg,metal
435,edges\edges_edges_blurred_plastic101.jpg,plastic
436,edges\edges_edges_blurred_glass7.jpg,glass
437,edges\edges_edges_blurred_glass143.jpg,glass
438,edges\edges_edges_blurred_metal298.jpg,metal
439,edges\edges_edges_blurred_glass260.jpg,glass
440,edges\edges_edges_blurred_paper218.jpg,paper
441,edges\edges_edges_blurred_paper185.jpg,paper
442,edges\edges_edges_blurred_glass98.jpg,glass
443,edges\edges_edges_blurred_plastic172.jpg,plastic
444,edges\edges_edges_blurred_cardboard139.jpg,cardboard
445,edges\edges_edges_blurred_glass314.jpg,glass
446,edges\edges_edges_blurred_metal281.jpg,metal
447,edges\edges_edges_blurred_plastic169.jpg,plastic
448,edges\edges_edges_blurred_trash83.jpg,trash
449,edges\edges_edges_blurred_cardboard90.jpg,cardboard
450,edges\edges_edges_blurred_plastic60.jpg,plastic
451,edges\edges_edges_blurred_cardboard201.jpg,cardboard
452,edges\edges_edges_blurred_metal300.jpg,metal
453,edges\edges_edges_blurred_plastic1.jpg,plastic
454,edges\edges_edges_blurred_paper72.jpg,paper
455,edges\edges_edges_blurred_glass180.jpg,glass
456,edges\edges_edges_blurred_plastic473.jpg,plastic
457,edges\edges_edges_blurred_metal97.jpg,metal
458,edges\edges_edges_blurred_cardboard283.jpg,cardboard
459,edges\edges_edges_blurred_cardboard367.jpg,cardboard
460,edges\edges_edges_blurred_metal60.jpg,metal
461,edges\edges_edges_blurred_plastic360.jpg,plastic
462,edges\edges_edges_blurred_plastic226.jpg,plastic
463,edges\edges_edges_blurred_plastic188.jpg,plastic
464,edges\edges_edges_blurred_glass248.jpg,glass
465,edges\edges_edges_blurred_metal182.jpg,metal
466,edges\edges_edges_blurred_plastic403.jpg,plastic
467,edges\edges_edges_blurred_metal213.jpg,metal
468,edges\edges_edges_blurred_cardboard369.jpg,cardboard
469,edges\edges_edges_blurred_glass364.jpg,glass
470,edges\edges_edges_blurred_paper152.jpg,paper
471,edges\edges_edges_blurred_metal306.jpg,metal
472,edges\edges_edges_blurred_glass268.jpg,glass
473,edges\edges_edges_blurred_trash67.jpg,trash
474,edges\edges_edges_blurred_trash87.jpg,trash
475,edges\edges_edges_blurred_plastic200.jpg,plastic
476,edges\edges_edges_blurred_glass124.jpg,glass
477,edges\edges_edges_blurred_cardboard389.jpg,cardboard
478,edges\edges_edges_blurred_plastic73.jpg,plastic
479,edges\edges_edges_blurred_glass164.jpg,glass
480,edges\edges_edges_blurred_plastic321.jpg,plastic
481,edges\edges_edges_blurred_cardboard256.jpg,cardboard
482,edges\edges_edges_blurred_trash47.jpg,trash
483,edges\edges_edges_blurred_metal135.jpg,metal
484,edges\edges_edges_blurred_paper61.jpg,paper
485,edges\edges_edges_blurred_paper143.jpg,paper
486,edges\edges_edges_blurred_glass252.jpg,glass
487,edges\edges_edges_blurred_glass189.jpg,glass
488,edges\edges_edges_blurred_paper189.jpg,paper
489,edges\edges_edges_blurred_cardboard63.jpg,cardboard
490,edges\edges_edges_blurred_metal177.jpg,metal
491,edges\edges_edges_blurred_metal54.jpg,metal
492,edges\edges_edges_blurred_plastic95.jpg,plastic
493,edges\edges_edges_blurred_plastic241.jpg,plastic
494,edges\edges_edges_blurred_metal154.jpg,metal
495,edges\edges_edges_blurred_plastic381.jpg,plastic
496,edges\edges_edges_blurred_metal198.jpg,metal
497,edges\edges_edges_blurred_cardboard276.jpg,cardboard
498,edges\edges_edges_blurred_plastic212.jpg,plastic
499,edges\edges_edges_blurred_paper360.jpg,paper
500,edges\edges_edges_blurred_metal405.jpg,metal
501,edges\edges_edges_blurred_plastic139.jpg,plastic
502,edges\edges_edges_blurred_metal79.jpg,metal
503,edges\edges_edges_blurred_glass343.jpg,glass
504,edges\edges_edges_blurred_metal254.jpg,metal
505,edges\edges_edges_blurred_paper277.jpg,paper
506,edges\edges_edges_blurred_plastic262.jpg,plastic
507,edges\edges_edges_blurred_plastic14.jpg,plastic
508,edges\edges_edges_blurred_metal170.jpg,metal
509,edges\edges_edges_blurred_plastic429.jpg,plastic
510,edges\edges_edges_blurred_metal129.jpg,metal
511,edges\edges_edges_blurred_paper514.jpg,paper
512,edges\edges_edges_blurred_glass387.jpg,glass
513,edges\edges_edges_blurred_cardboard137.jpg,cardboard
514,edges\edges_edges_blurred_plastic353.jpg,plastic
515,edges\edges_edges_blurred_glass66.jpg,glass
516,edges\edges_edges_blurred_plastic472.jpg,plastic
517,edges\edges_edges_blurred_glass285.jpg,glass
518,edges\edges_edges_blurred_metal277.jpg,metal
