,imgPath,label
199,archive/GarbageClassification\plastic\plastic479.jpg,plastic
200,archive/GarbageClassification\plastic\plastic221.jpg,plastic
201,archive/GarbageClassification\glass\glass382.jpg,glass
202,archive/GarbageClassification\metal\metal216.jpg,metal
203,archive/GarbageClassification\glass\glass285.jpg,glass
204,archive/GarbageClassification\plastic\plastic342.jpg,plastic
205,archive/GarbageClassification\glass\glass492.jpg,glass
206,archive/GarbageClassification\paper\paper297.jpg,paper
207,archive/GarbageClassification\plastic\plastic354.jpg,plastic
208,archive/GarbageClassification\plastic\plastic405.jpg,plastic
209,archive/GarbageClassification\glass\glass141.jpg,glass
210,archive/GarbageClassification\paper\paper291.jpg,paper
211,archive/GarbageClassification\paper\paper48.jpg,paper
212,archive/GarbageClassification\paper\paper527.jpg,paper
213,archive/GarbageClassification\metal\metal300.jpg,metal
214,archive/GarbageClassification\paper\paper494.jpg,paper
215,archive/GarbageClassification\glass\glass385.jpg,glass
216,archive/GarbageClassification\paper\paper42.jpg,paper
217,archive/GarbageClassification\metal\metal1.jpg,metal
218,archive/GarbageClassification\glass\glass25.jpg,glass
219,archive/GarbageClassification\glass\glass478.jpg,glass
220,archive/GarbageClassification\glass\glass192.jpg,glass
221,archive/GarbageClassification\plastic\plastic8.jpg,plastic
222,archive/GarbageClassification\metal\metal15.jpg,metal
223,archive/GarbageClassification\glass\glass19.jpg,glass
224,archive/GarbageClassification\cardboard\cardboard252.jpg,cardboard
225,archive/GarbageClassification\plastic\plastic274.jpg,plastic
226,archive/GarbageClassification\cardboard\cardboard64.jpg,cardboard
227,archive/GarbageClassification\plastic\plastic481.jpg,plastic
228,archive/GarbageClassification\glass\glass315.jpg,glass
229,archive/GarbageClassification\trash\trash112.jpg,trash
230,archive/GarbageClassification\paper\paper410.jpg,paper
231,archive/GarbageClassification\plastic\plastic208.jpg,plastic
232,archive/GarbageClassification\metal\metal187.jpg,metal
233,archive/GarbageClassification\paper\paper302.jpg,paper
234,archive/GarbageClassification\plastic\plastic322.jpg,plastic
235,archive/GarbageClassification\glass\glass89.jpg,glass
236,archive/GarbageClassification\trash\trash95.jpg,trash
237,archive/GarbageClassification\glass\glass226.jpg,glass
238,archive/GarbageClassification\trash\trash117.jpg,trash
239,archive/GarbageClassification\metal\metal262.jpg,metal
240,archive/GarbageClassification\paper\paper175.jpg,paper
241,archive/GarbageClassification\metal\metal57.jpg,metal
242,archive/GarbageClassification\paper\paper262.jpg,paper
243,archive/GarbageClassification\trash\trash111.jpg,trash
244,archive/GarbageClassification\glass\glass463.jpg,glass
245,archive/GarbageClassification\cardboard\cardboard319.jpg,cardboard
246,archive/GarbageClassification\trash\trash16.jpg,trash
247,archive/GarbageClassification\paper\paper310.jpg,paper
248,archive/GarbageClassification\glass\glass459.jpg,glass
249,archive/GarbageClassification\metal\metal390.jpg,metal
250,archive/GarbageClassification\metal\metal198.jpg,metal
251,archive/GarbageClassification\paper\paper518.jpg,paper
252,archive/GarbageClassification\paper\paper352.jpg,paper
253,archive/GarbageClassification\plastic\plastic81.jpg,plastic
254,archive/GarbageClassification\glass\glass457.jpg,glass
255,archive/GarbageClassification\plastic\plastic80.jpg,plastic
256,archive/GarbageClassification\glass\glass102.jpg,glass
257,archive/GarbageClassification\paper\paper84.jpg,paper
258,archive/GarbageClassification\plastic\plastic43.jpg,plastic
259,archive/GarbageClassification\glass\glass460.jpg,glass
260,archive/GarbageClassification\cardboard\cardboard185.jpg,cardboard
261,archive/GarbageClassification\glass\glass392.jpg,glass
262,archive/GarbageClassification\paper\paper258.jpg,paper
263,archive/GarbageClassification\plastic\plastic157.jpg,plastic
264,archive/GarbageClassification\metal\metal114.jpg,metal
265,archive/GarbageClassification\paper\paper239.jpg,paper
266,archive/GarbageClassification\metal\metal97.jpg,metal
267,archive/GarbageClassification\glass\glass488.jpg,glass
268,archive/GarbageClassification\trash\trash80.jpg,trash
269,archive/GarbageClassification\plastic\plastic77.jpg,plastic
270,archive/GarbageClassification\metal\metal192.jpg,metal
271,archive/GarbageClassification\glass\glass485.jpg,glass
272,archive/GarbageClassification\cardboard\cardboard349.jpg,cardboard
273,archive/GarbageClassification\metal\metal199.jpg,metal
274,archive/GarbageClassification\paper\paper472.jpg,paper
275,archive/GarbageClassification\paper\paper244.jpg,paper
276,archive/GarbageClassification\paper\paper284.jpg,paper
277,archive/GarbageClassification\trash\trash15.jpg,trash
278,archive/GarbageClassification\glass\glass375.jpg,glass
279,archive/GarbageClassification\metal\metal160.jpg,metal
280,archive/GarbageClassification\paper\paper481.jpg,paper
281,archive/GarbageClassification\trash\trash47.jpg,trash
282,archive/GarbageClassification\cardboard\cardboard342.jpg,cardboard
283,archive/GarbageClassification\paper\paper438.jpg,paper
284,archive/GarbageClassification\trash\trash82.jpg,trash
285,archive/GarbageClassification\paper\paper283.jpg,paper
286,archive/GarbageClassification\cardboard\cardboard13.jpg,cardboard
287,archive/GarbageClassification\glass\glass414.jpg,glass
288,archive/GarbageClassification\glass\glass437.jpg,glass
289,archive/GarbageClassification\glass\glass147.jpg,glass
290,archive/GarbageClassification\cardboard\cardboard312.jpg,cardboard
291,archive/GarbageClassification\metal\metal243.jpg,metal
292,archive/GarbageClassification\plastic\plastic57.jpg,plastic
293,archive/GarbageClassification\trash\trash103.jpg,trash
294,archive/GarbageClassification\glass\glass290.jpg,glass
295,archive/GarbageClassification\paper\paper21.jpg,paper
296,archive/GarbageClassification\glass\glass246.jpg,glass
297,archive/GarbageClassification\paper\paper250.jpg,paper
298,archive/GarbageClassification\glass\glass57.jpg,glass
299,archive/GarbageClassification\metal\metal305.jpg,metal
300,archive/GarbageClassification\metal\metal105.jpg,metal
301,archive/GarbageClassification\paper\paper141.jpg,paper
302,archive/GarbageClassification\glass\glass280.jpg,glass
303,archive/GarbageClassification\trash\trash1.jpg,trash
304,archive/GarbageClassification\trash\trash62.jpg,trash
305,archive/GarbageClassification\plastic\plastic108.jpg,plastic
306,archive/GarbageClassification\glass\glass244.jpg,glass
307,archive/GarbageClassification\glass\glass331.jpg,glass
308,archive/GarbageClassification\cardboard\cardboard175.jpg,cardboard
309,archive/GarbageClassification\paper\paper298.jpg,paper
310,archive/GarbageClassification\paper\paper413.jpg,paper
311,archive/GarbageClassification\glass\glass33.jpg,glass
312,archive/GarbageClassification\metal\metal152.jpg,metal
313,archive/GarbageClassification\paper\paper474.jpg,paper
314,archive/GarbageClassification\cardboard\cardboard35.jpg,cardboard
315,archive/GarbageClassification\plastic\plastic229.jpg,plastic
316,archive/GarbageClassification\paper\paper490.jpg,paper
317,archive/GarbageClassification\paper\paper309.jpg,paper
318,archive/GarbageClassification\plastic\plastic250.jpg,plastic
319,archive/GarbageClassification\plastic\plastic403.jpg,plastic
320,archive/GarbageClassification\glass\glass284.jpg,glass
321,archive/GarbageClassification\metal\metal220.jpg,metal
322,archive/GarbageClassification\plastic\plastic325.jpg,plastic
323,archive/GarbageClassification\paper\paper50.jpg,paper
324,archive/GarbageClassification\glass\glass2.jpg,glass
325,archive/GarbageClassification\glass\glass479.jpg,glass
326,archive/GarbageClassification\cardboard\cardboard43.jpg,cardboard
327,archive/GarbageClassification\plastic\plastic374.jpg,plastic
328,archive/GarbageClassification\metal\metal389.jpg,metal
329,archive/GarbageClassification\glass\glass56.jpg,glass
330,archive/GarbageClassification\glass\glass153.jpg,glass
331,archive/GarbageClassification\plastic\plastic2.jpg,plastic
332,archive/GarbageClassification\cardboard\cardboard150.jpg,cardboard
333,archive/GarbageClassification\paper\paper156.jpg,paper
334,archive/GarbageClassification\plastic\plastic406.jpg,plastic
335,archive/GarbageClassification\cardboard\cardboard403.jpg,cardboard
336,archive/GarbageClassification\glass\glass163.jpg,glass
337,archive/GarbageClassification\glass\glass240.jpg,glass
338,archive/GarbageClassification\cardboard\cardboard352.jpg,cardboard
339,archive/GarbageClassification\glass\glass302.jpg,glass
340,archive/GarbageClassification\metal\metal325.jpg,metal
341,archive/GarbageClassification\glass\glass34.jpg,glass
342,archive/GarbageClassification\trash\trash57.jpg,trash
343,archive/GarbageClassification\metal\metal197.jpg,metal
344,archive/GarbageClassification\paper\paper332.jpg,paper
345,archive/GarbageClassification\plastic\plastic424.jpg,plastic
346,archive/GarbageClassification\paper\paper232.jpg,paper
347,archive/GarbageClassification\glass\glass98.jpg,glass
348,archive/GarbageClassification\plastic\plastic454.jpg,plastic
349,archive/GarbageClassification\glass\glass78.jpg,glass
350,archive/GarbageClassification\cardboard\cardboard379.jpg,cardboard
351,archive/GarbageClassification\paper\paper173.jpg,paper
352,archive/GarbageClassification\glass\glass258.jpg,glass
353,archive/GarbageClassification\cardboard\cardboard262.jpg,cardboard
354,archive/GarbageClassification\cardboard\cardboard267.jpg,cardboard
355,archive/GarbageClassification\cardboard\cardboard22.jpg,cardboard
356,archive/GarbageClassification\trash\trash56.jpg,trash
357,archive/GarbageClassification\metal\metal58.jpg,metal
358,archive/GarbageClassification\metal\metal166.jpg,metal
359,archive/GarbageClassification\plastic\plastic402.jpg,plastic
360,archive/GarbageClassification\cardboard\cardboard278.jpg,cardboard
361,archive/GarbageClassification\cardboard\cardboard118.jpg,cardboard
362,archive/GarbageClassification\paper\paper446.jpg,paper
363,archive/GarbageClassification\cardboard\cardboard2.jpg,cardboard
364,archive/GarbageClassification\paper\paper260.jpg,paper
365,archive/GarbageClassification\paper\paper390.jpg,paper
366,archive/GarbageClassification\paper\paper129.jpg,paper
367,archive/GarbageClassification\paper\paper553.jpg,paper
368,archive/GarbageClassification\metal\metal142.jpg,metal
369,archive/GarbageClassification\glass\glass80.jpg,glass
370,archive/GarbageClassification\metal\metal302.jpg,metal
371,archive/GarbageClassification\plastic\plastic155.jpg,plastic
372,archive/GarbageClassification\metal\metal254.jpg,metal
373,archive/GarbageClassification\trash\trash70.jpg,trash
374,archive/GarbageClassification\cardboard\cardboard388.jpg,cardboard
375,archive/GarbageClassification\paper\paper523.jpg,paper
376,archive/GarbageClassification\paper\paper222.jpg,paper
377,archive/GarbageClassification\plastic\plastic446.jpg,plastic
378,archive/GarbageClassification\metal\metal179.jpg,metal
379,archive/GarbageClassification\paper\paper224.jpg,paper
380,archive/GarbageClassification\glass\glass242.jpg,glass
381,archive/GarbageClassification\cardboard\cardboard360.jpg,cardboard
382,archive/GarbageClassification\paper\paper157.jpg,paper
383,archive/GarbageClassification\paper\paper424.jpg,paper
384,archive/GarbageClassification\paper\paper457.jpg,paper
385,archive/GarbageClassification\paper\paper387.jpg,paper
386,archive/GarbageClassification\glass\glass448.jpg,glass
387,archive/GarbageClassification\cardboard\cardboard66.jpg,cardboard
388,archive/GarbageClassification\paper\paper17.jpg,paper
389,archive/GarbageClassification\paper\paper499.jpg,paper
390,archive/GarbageClassification\plastic\plastic169.jpg,plastic
391,archive/GarbageClassification\glass\glass31.jpg,glass
392,archive/GarbageClassification\metal\metal36.jpg,metal
393,archive/GarbageClassification\paper\paper268.jpg,paper
394,archive/GarbageClassification\trash\trash115.jpg,trash
395,archive/GarbageClassification\metal\metal22.jpg,metal
396,archive/GarbageClassification\plastic\plastic23.jpg,plastic
397,archive/GarbageClassification\paper\paper190.jpg,paper
398,archive/GarbageClassification\plastic\plastic341.jpg,plastic
399,archive/GarbageClassification\glass\glass100.jpg,glass
400,archive/GarbageClassification\paper\paper328.jpg,paper
401,archive/GarbageClassification\paper\paper28.jpg,paper
402,archive/GarbageClassification\plastic\plastic240.jpg,plastic
403,archive/GarbageClassification\paper\paper248.jpg,paper
404,archive/GarbageClassification\metal\metal291.jpg,metal
405,archive/GarbageClassification\glass\glass101.jpg,glass
406,archive/GarbageClassification\glass\glass189.jpg,glass
407,archive/GarbageClassification\trash\trash50.jpg,trash
408,archive/GarbageClassification\paper\paper19.jpg,paper
409,archive/GarbageClassification\paper\paper39.jpg,paper
410,archive/GarbageClassification\cardboard\cardboard71.jpg,cardboard
411,archive/GarbageClassification\plastic\plastic347.jpg,plastic
412,archive/GarbageClassification\glass\glass1.jpg,glass
413,archive/GarbageClassification\metal\metal307.jpg,metal
414,archive/GarbageClassification\cardboard\cardboard244.jpg,cardboard
415,archive/GarbageClassification\cardboard\cardboard225.jpg,cardboard
416,archive/GarbageClassification\plastic\plastic87.jpg,plastic
417,archive/GarbageClassification\plastic\plastic336.jpg,plastic
418,archive/GarbageClassification\glass\glass468.jpg,glass
419,archive/GarbageClassification\trash\trash2.jpg,trash
420,archive/GarbageClassification\glass\glass39.jpg,glass
421,archive/GarbageClassification\metal\metal367.jpg,metal
422,archive/GarbageClassification\glass\glass108.jpg,glass
423,archive/GarbageClassification\glass\glass477.jpg,glass
424,archive/GarbageClassification\glass\glass52.jpg,glass
425,archive/GarbageClassification\paper\paper514.jpg,paper
426,archive/GarbageClassification\glass\glass248.jpg,glass
427,archive/GarbageClassification\metal\metal400.jpg,metal
428,archive/GarbageClassification\glass\glass435.jpg,glass
429,archive/GarbageClassification\paper\paper229.jpg,paper
430,archive/GarbageClassification\paper\paper189.jpg,paper
431,archive/GarbageClassification\paper\paper214.jpg,paper
432,archive/GarbageClassification\cardboard\cardboard307.jpg,cardboard
433,archive/GarbageClassification\glass\glass72.jpg,glass
434,archive/GarbageClassification\glass\glass237.jpg,glass
435,archive/GarbageClassification\glass\glass426.jpg,glass
436,archive/GarbageClassification\paper\paper496.jpg,paper
437,archive/GarbageClassification\glass\glass195.jpg,glass
438,archive/GarbageClassification\paper\paper545.jpg,paper
439,archive/GarbageClassification\glass\glass318.jpg,glass
440,archive/GarbageClassification\paper\paper171.jpg,paper
441,archive/GarbageClassification\glass\glass167.jpg,glass
442,archive/GarbageClassification\metal\metal214.jpg,metal
443,archive/GarbageClassification\paper\paper143.jpg,paper
444,archive/GarbageClassification\cardboard\cardboard141.jpg,cardboard
445,archive/GarbageClassification\metal\metal98.jpg,metal
446,archive/GarbageClassification\paper\paper365.jpg,paper
447,archive/GarbageClassification\paper\paper57.jpg,paper
448,archive/GarbageClassification\metal\metal86.jpg,metal
449,archive/GarbageClassification\plastic\plastic292.jpg,plastic
450,archive/GarbageClassification\metal\metal225.jpg,metal
451,archive/GarbageClassification\cardboard\cardboard387.jpg,cardboard
452,archive/GarbageClassification\plastic\plastic93.jpg,plastic
453,archive/GarbageClassification\glass\glass130.jpg,glass
454,archive/GarbageClassification\cardboard\cardboard239.jpg,cardboard
455,archive/GarbageClassification\cardboard\cardboard304.jpg,cardboard
456,archive/GarbageClassification\glass\glass231.jpg,glass
457,archive/GarbageClassification\plastic\plastic463.jpg,plastic
458,archive/GarbageClassification\plastic\plastic255.jpg,plastic
459,archive/GarbageClassification\paper\paper522.jpg,paper
460,archive/GarbageClassification\metal\metal218.jpg,metal
461,archive/GarbageClassification\paper\paper45.jpg,paper
462,archive/GarbageClassification\glass\glass159.jpg,glass
463,archive/GarbageClassification\paper\paper37.jpg,paper
464,archive/GarbageClassification\cardboard\cardboard390.jpg,cardboard
465,archive/GarbageClassification\paper\paper463.jpg,paper
466,archive/GarbageClassification\paper\paper465.jpg,paper
467,archive/GarbageClassification\glass\glass259.jpg,glass
468,archive/GarbageClassification\plastic\plastic186.jpg,plastic
469,archive/GarbageClassification\metal\metal270.jpg,metal
470,archive/GarbageClassification\metal\metal17.jpg,metal
471,archive/GarbageClassification\metal\metal249.jpg,metal
472,archive/GarbageClassification\plastic\plastic268.jpg,plastic
473,archive/GarbageClassification\glass\glass441.jpg,glass
474,archive/GarbageClassification\paper\paper43.jpg,paper
475,archive/GarbageClassification\paper\paper536.jpg,paper
476,archive/GarbageClassification\glass\glass376.jpg,glass
477,archive/GarbageClassification\glass\glass429.jpg,glass
478,archive/GarbageClassification\glass\glass282.jpg,glass
479,archive/GarbageClassification\metal\metal268.jpg,metal
480,archive/GarbageClassification\metal\metal288.jpg,metal
481,archive/GarbageClassification\cardboard\cardboard274.jpg,cardboard
482,archive/GarbageClassification\paper\paper34.jpg,paper
483,archive/GarbageClassification\cardboard\cardboard3.jpg,cardboard
484,archive/GarbageClassification\cardboard\cardboard326.jpg,cardboard
485,archive/GarbageClassification\glass\glass222.jpg,glass
486,archive/GarbageClassification\plastic\plastic400.jpg,plastic
487,archive/GarbageClassification\paper\paper557.jpg,paper
488,archive/GarbageClassification\paper\paper192.jpg,paper
489,archive/GarbageClassification\cardboard\cardboard288.jpg,cardboard
490,archive/GarbageClassification\metal\metal208.jpg,metal
491,archive/GarbageClassification\plastic\plastic355.jpg,plastic
