imgPath,label
Gaussian_Blured_Pictures\blurred_cardboard382.jpg,cardboard
Gaussian_Blured_Pictures\blurred_metal235.jpg,metal
Gaussian_Blured_Pictures\blurred_paper134.jpg,paper
Gaussian_Blured_Pictures\blurred_trash37.jpg,trash
Gaussian_Blured_Pictures\blurred_glass304.jpg,glass
Gaussian_Blured_Pictures\blurred_glass353.jpg,glass
Gaussian_Blured_Pictures\blurred_plastic228.jpg,plastic
Gaussian_Blured_Pictures\blurred_paper96.jpg,paper
Gaussian_Blured_Pictures\blurred_metal116.jpg,metal
Gaussian_Blured_Pictures\blurred_cardboard167.jpg,cardboard
Gaussian_Blured_Pictures\blurred_glass251.jpg,glass
Gaussian_Blured_Pictures\blurred_plastic404.jpg,plastic
Gaussian_Blured_Pictures\blurred_glass299.jpg,glass
Gaussian_Blured_Pictures\blurred_glass95.jpg,glass
Gaussian_Blured_Pictures\blurred_plastic241.jpg,plastic
Gaussian_Blured_Pictures\blurred_plastic102.jpg,plastic
Gaussian_Blured_Pictures\blurred_cardboard96.jpg,cardboard
Gaussian_Blured_Pictures\blurred_metal396.jpg,metal
Gaussian_Blured_Pictures\blurred_cardboard395.jpg,cardboard
Gaussian_Blured_Pictures\blurred_plastic71.jpg,plastic
Gaussian_Blured_Pictures\blurred_plastic22.jpg,plastic
Gaussian_Blured_Pictures\blurred_cardboard214.jpg,cardboard
Gaussian_Blured_Pictures\blurred_plastic193.jpg,plastic
Gaussian_Blured_Pictures\blurred_cardboard288.jpg,cardboard
Gaussian_Blured_Pictures\blurred_metal56.jpg,metal
Gaussian_Blured_Pictures\blurred_glass491.jpg,glass
Gaussian_Blured_Pictures\blurred_cardboard175.jpg,cardboard
Gaussian_Blured_Pictures\blurred_paper185.jpg,paper
Gaussian_Blured_Pictures\blurred_metal95.jpg,metal
Gaussian_Blured_Pictures\blurred_cardboard10.jpg,cardboard
Gaussian_Blured_Pictures\blurred_metal4.jpg,metal
Gaussian_Blured_Pictures\blurred_metal177.jpg,metal
Gaussian_Blured_Pictures\blurred_plastic152.jpg,plastic
Gaussian_Blured_Pictures\blurred_glass351.jpg,glass
Gaussian_Blured_Pictures\blurred_cardboard394.jpg,cardboard
