imgPath,label
Edge_Detection_Picture\edges_paper33.jpg,paper
Edge_Detection_Picture\edges_paper310.jpg,paper
Edge_Detection_Picture\edges_cardboard141.jpg,cardboard
Edge_Detection_Picture\edges_metal68.jpg,metal
Edge_Detection_Picture\edges_trash132.jpg,trash
Edge_Detection_Picture\edges_paper333.jpg,paper
Edge_Detection_Picture\edges_plastic405.jpg,plastic
Edge_Detection_Picture\edges_trash73.jpg,trash
Edge_Detection_Picture\edges_metal373.jpg,metal
Edge_Detection_Picture\edges_glass53.jpg,glass
Edge_Detection_Picture\edges_paper108.jpg,paper
Edge_Detection_Picture\edges_paper494.jpg,paper
Edge_Detection_Picture\edges_metal275.jpg,metal
Edge_Detection_Picture\edges_cardboard186.jpg,cardboard
Edge_Detection_Picture\edges_cardboard33.jpg,cardboard
Edge_Detection_Picture\edges_cardboard371.jpg,cardboard
Edge_Detection_Picture\edges_plastic317.jpg,plastic
Edge_Detection_Picture\edges_plastic180.jpg,plastic
Edge_Detection_Picture\edges_cardboard236.jpg,cardboard
Edge_Detection_Picture\edges_plastic118.jpg,plastic
Edge_Detection_Picture\edges_cardboard169.jpg,cardboard
Edge_Detection_Picture\edges_paper574.jpg,paper
Edge_Detection_Picture\edges_plastic61.jpg,plastic
Edge_Detection_Picture\edges_metal112.jpg,metal
Edge_Detection_Picture\edges_metal241.jpg,metal
Edge_Detection_Picture\edges_glass173.jpg,glass
Edge_Detection_Picture\edges_paper335.jpg,paper
Edge_Detection_Picture\edges_plastic426.jpg,plastic
Edge_Detection_Picture\edges_paper477.jpg,paper
Edge_Detection_Picture\edges_cardboard390.jpg,cardboard
Edge_Detection_Picture\edges_metal74.jpg,metal
Edge_Detection_Picture\edges_trash87.jpg,trash
Edge_Detection_Picture\edges_glass426.jpg,glass
Edge_Detection_Picture\edges_paper423.jpg,paper
Edge_Detection_Picture\edges_glass2.jpg,glass
Edge_Detection_Picture\edges_glass336.jpg,glass
Edge_Detection_Picture\edges_cardboard22.jpg,cardboard
Edge_Detection_Picture\edges_paper264.jpg,paper
Edge_Detection_Picture\edges_trash79.jpg,trash
Edge_Detection_Picture\edges_plastic186.jpg,plastic
Edge_Detection_Picture\edges_cardboard152.jpg,cardboard
Edge_Detection_Picture\edges_trash32.jpg,trash
Edge_Detection_Picture\edges_cardboard249.jpg,cardboard
Edge_Detection_Picture\edges_glass166.jpg,glass
Edge_Detection_Picture\edges_paper204.jpg,paper
Edge_Detection_Picture\edges_trash136.jpg,trash
Edge_Detection_Picture\edges_glass81.jpg,glass
Edge_Detection_Picture\edges_paper123.jpg,paper
Edge_Detection_Picture\edges_metal147.jpg,metal
Edge_Detection_Picture\edges_paper50.jpg,paper
Edge_Detection_Picture\edges_glass136.jpg,glass
Edge_Detection_Picture\edges_plastic316.jpg,plastic
Edge_Detection_Picture\edges_plastic218.jpg,plastic
Edge_Detection_Picture\edges_plastic67.jpg,plastic
Edge_Detection_Picture\edges_glass292.jpg,glass
Edge_Detection_Picture\edges_plastic444.jpg,plastic
Edge_Detection_Picture\edges_glass277.jpg,glass
Edge_Detection_Picture\edges_paper387.jpg,paper
Edge_Detection_Picture\edges_plastic38.jpg,plastic
Edge_Detection_Picture\edges_plastic27.jpg,plastic
Edge_Detection_Picture\edges_metal1.jpg,metal
Edge_Detection_Picture\edges_paper259.jpg,paper
Edge_Detection_Picture\edges_cardboard336.jpg,cardboard
Edge_Detection_Picture\edges_metal247.jpg,metal
Edge_Detection_Picture\edges_paper147.jpg,paper
Edge_Detection_Picture\edges_cardboard316.jpg,cardboard
Edge_Detection_Picture\edges_cardboard58.jpg,cardboard
Edge_Detection_Picture\edges_metal131.jpg,metal
Edge_Detection_Picture\edges_paper513.jpg,paper
Edge_Detection_Picture\edges_paper550.jpg,paper
Edge_Detection_Picture\edges_glass464.jpg,glass
Edge_Detection_Picture\edges_cardboard357.jpg,cardboard
Edge_Detection_Picture\edges_paper577.jpg,paper
Edge_Detection_Picture\edges_paper507.jpg,paper
Edge_Detection_Picture\edges_cardboard194.jpg,cardboard
Edge_Detection_Picture\edges_trash52.jpg,trash
Edge_Detection_Picture\edges_paper414.jpg,paper
Edge_Detection_Picture\edges_cardboard12.jpg,cardboard
Edge_Detection_Picture\edges_metal277.jpg,metal
Edge_Detection_Picture\edges_paper15.jpg,paper
Edge_Detection_Picture\edges_metal301.jpg,metal
Edge_Detection_Picture\edges_glass451.jpg,glass
Edge_Detection_Picture\edges_glass248.jpg,glass
Edge_Detection_Picture\edges_paper124.jpg,paper
Edge_Detection_Picture\edges_metal318.jpg,metal
Edge_Detection_Picture\edges_cardboard270.jpg,cardboard
Edge_Detection_Picture\edges_paper112.jpg,paper
Edge_Detection_Picture\edges_plastic4.jpg,plastic
Edge_Detection_Picture\edges_plastic32.jpg,plastic
Edge_Detection_Picture\edges_glass197.jpg,glass
Edge_Detection_Picture\edges_glass167.jpg,glass
Edge_Detection_Picture\edges_paper99.jpg,paper
Edge_Detection_Picture\edges_glass275.jpg,glass
Edge_Detection_Picture\edges_trash107.jpg,trash
Edge_Detection_Picture\edges_metal381.jpg,metal
Edge_Detection_Picture\edges_glass60.jpg,glass
Edge_Detection_Picture\edges_metal366.jpg,metal
Edge_Detection_Picture\edges_metal409.jpg,metal
Edge_Detection_Picture\edges_plastic145.jpg,plastic
Edge_Detection_Picture\edges_cardboard84.jpg,cardboard
Edge_Detection_Picture\edges_trash50.jpg,trash
Edge_Detection_Picture\edges_glass178.jpg,glass
Edge_Detection_Picture\edges_metal244.jpg,metal
Edge_Detection_Picture\edges_paper385.jpg,paper
Edge_Detection_Picture\edges_plastic201.jpg,plastic
Edge_Detection_Picture\edges_plastic435.jpg,plastic
Edge_Detection_Picture\edges_glass435.jpg,glass
Edge_Detection_Picture\edges_metal400.jpg,metal
Edge_Detection_Picture\edges_glass287.jpg,glass
Edge_Detection_Picture\edges_glass441.jpg,glass
Edge_Detection_Picture\edges_plastic226.jpg,plastic
Edge_Detection_Picture\edges_plastic178.jpg,plastic
Edge_Detection_Picture\edges_cardboard123.jpg,cardboard
Edge_Detection_Picture\edges_plastic30.jpg,plastic
Edge_Detection_Picture\edges_glass263.jpg,glass
Edge_Detection_Picture\edges_metal17.jpg,metal
Edge_Detection_Picture\edges_metal307.jpg,metal
Edge_Detection_Picture\edges_plastic440.jpg,plastic
Edge_Detection_Picture\edges_plastic450.jpg,plastic
Edge_Detection_Picture\edges_metal213.jpg,metal
Edge_Detection_Picture\edges_cardboard237.jpg,cardboard
Edge_Detection_Picture\edges_cardboard362.jpg,cardboard
Edge_Detection_Picture\edges_plastic176.jpg,plastic
Edge_Detection_Picture\edges_glass463.jpg,glass
Edge_Detection_Picture\edges_cardboard238.jpg,cardboard
Edge_Detection_Picture\edges_cardboard213.jpg,cardboard
Edge_Detection_Picture\edges_plastic86.jpg,plastic
Edge_Detection_Picture\edges_paper225.jpg,paper
Edge_Detection_Picture\edges_paper425.jpg,paper
Edge_Detection_Picture\edges_paper485.jpg,paper
Edge_Detection_Picture\edges_plastic290.jpg,plastic
Edge_Detection_Picture\edges_glass341.jpg,glass
Edge_Detection_Picture\edges_metal69.jpg,metal
Edge_Detection_Picture\edges_plastic319.jpg,plastic
Edge_Detection_Picture\edges_cardboard286.jpg,cardboard
Edge_Detection_Picture\edges_glass18.jpg,glass
Edge_Detection_Picture\edges_glass193.jpg,glass
Edge_Detection_Picture\edges_glass80.jpg,glass
Edge_Detection_Picture\edges_paper255.jpg,paper
Edge_Detection_Picture\edges_cardboard182.jpg,cardboard
Edge_Detection_Picture\edges_cardboard378.jpg,cardboard
Edge_Detection_Picture\edges_plastic297.jpg,plastic
Edge_Detection_Picture\edges_paper242.jpg,paper
Edge_Detection_Picture\edges_trash111.jpg,trash
Edge_Detection_Picture\edges_metal133.jpg,metal
Edge_Detection_Picture\edges_plastic418.jpg,plastic
Edge_Detection_Picture\edges_paper460.jpg,paper
Edge_Detection_Picture\edges_glass194.jpg,glass
Edge_Detection_Picture\edges_metal64.jpg,metal
Edge_Detection_Picture\edges_glass501.jpg,glass
Edge_Detection_Picture\edges_cardboard349.jpg,cardboard
Edge_Detection_Picture\edges_paper552.jpg,paper
Edge_Detection_Picture\edges_glass109.jpg,glass
Edge_Detection_Picture\edges_glass343.jpg,glass
Edge_Detection_Picture\edges_plastic253.jpg,plastic
Edge_Detection_Picture\edges_trash5.jpg,trash
Edge_Detection_Picture\edges_plastic335.jpg,plastic
Edge_Detection_Picture\edges_plastic12.jpg,plastic
Edge_Detection_Picture\edges_paper405.jpg,paper
Edge_Detection_Picture\edges_plastic475.jpg,plastic
Edge_Detection_Picture\edges_metal63.jpg,metal
Edge_Detection_Picture\edges_paper354.jpg,paper
Edge_Detection_Picture\edges_paper386.jpg,paper
Edge_Detection_Picture\edges_metal182.jpg,metal
Edge_Detection_Picture\edges_glass158.jpg,glass
Edge_Detection_Picture\edges_paper571.jpg,paper
Edge_Detection_Picture\edges_cardboard240.jpg,cardboard
Edge_Detection_Picture\edges_cardboard132.jpg,cardboard
Edge_Detection_Picture\edges_trash1.jpg,trash
Edge_Detection_Picture\edges_metal355.jpg,metal
Edge_Detection_Picture\edges_paper588.jpg,paper
Edge_Detection_Picture\edges_plastic309.jpg,plastic
Edge_Detection_Picture\edges_metal45.jpg,metal
Edge_Detection_Picture\edges_cardboard34.jpg,cardboard
Edge_Detection_Picture\edges_glass280.jpg,glass
Edge_Detection_Picture\edges_trash66.jpg,trash
Edge_Detection_Picture\edges_metal353.jpg,metal
Edge_Detection_Picture\edges_metal286.jpg,metal
Edge_Detection_Picture\edges_cardboard53.jpg,cardboard
Edge_Detection_Picture\edges_plastic425.jpg,plastic
Edge_Detection_Picture\edges_glass203.jpg,glass
Edge_Detection_Picture\edges_paper182.jpg,paper
Edge_Detection_Picture\edges_paper200.jpg,paper
Edge_Detection_Picture\edges_paper174.jpg,paper
Edge_Detection_Picture\edges_paper517.jpg,paper
Edge_Detection_Picture\edges_glass487.jpg,glass
Edge_Detection_Picture\edges_plastic368.jpg,plastic
Edge_Detection_Picture\edges_paper239.jpg,paper
Edge_Detection_Picture\edges_cardboard216.jpg,cardboard
Edge_Detection_Picture\edges_paper542.jpg,paper
Edge_Detection_Picture\edges_metal354.jpg,metal
Edge_Detection_Picture\edges_glass125.jpg,glass
Edge_Detection_Picture\edges_paper464.jpg,paper
Edge_Detection_Picture\edges_paper223.jpg,paper
Edge_Detection_Picture\edges_plastic187.jpg,plastic
Edge_Detection_Picture\edges_glass148.jpg,glass
Edge_Detection_Picture\edges_plastic54.jpg,plastic
Edge_Detection_Picture\edges_plastic73.jpg,plastic
Edge_Detection_Picture\edges_plastic414.jpg,plastic
Edge_Detection_Picture\edges_cardboard241.jpg,cardboard
Edge_Detection_Picture\edges_paper269.jpg,paper
Edge_Detection_Picture\edges_metal26.jpg,metal
Edge_Detection_Picture\edges_metal30.jpg,metal
Edge_Detection_Picture\edges_plastic155.jpg,plastic
Edge_Detection_Picture\edges_glass471.jpg,glass
Edge_Detection_Picture\edges_glass261.jpg,glass
Edge_Detection_Picture\edges_plastic140.jpg,plastic
Edge_Detection_Picture\edges_glass230.jpg,glass
Edge_Detection_Picture\edges_paper31.jpg,paper
Edge_Detection_Picture\edges_paper592.jpg,paper
Edge_Detection_Picture\edges_glass149.jpg,glass
Edge_Detection_Picture\edges_glass107.jpg,glass
Edge_Detection_Picture\edges_plastic380.jpg,plastic
Edge_Detection_Picture\edges_metal158.jpg,metal
Edge_Detection_Picture\edges_cardboard112.jpg,cardboard
Edge_Detection_Picture\edges_plastic79.jpg,plastic
Edge_Detection_Picture\edges_glass214.jpg,glass
Edge_Detection_Picture\edges_plastic248.jpg,plastic
Edge_Detection_Picture\edges_glass465.jpg,glass
Edge_Detection_Picture\edges_paper570.jpg,paper
Edge_Detection_Picture\edges_glass63.jpg,glass
Edge_Detection_Picture\edges_glass146.jpg,glass
Edge_Detection_Picture\edges_plastic198.jpg,plastic
Edge_Detection_Picture\edges_plastic179.jpg,plastic
Edge_Detection_Picture\edges_glass147.jpg,glass
Edge_Detection_Picture\edges_metal371.jpg,metal
Edge_Detection_Picture\edges_trash137.jpg,trash
Edge_Detection_Picture\edges_cardboard280.jpg,cardboard
Edge_Detection_Picture\edges_plastic433.jpg,plastic
Edge_Detection_Picture\edges_cardboard192.jpg,cardboard
Edge_Detection_Picture\edges_plastic6.jpg,plastic
Edge_Detection_Picture\edges_plastic110.jpg,plastic
Edge_Detection_Picture\edges_paper151.jpg,paper
Edge_Detection_Picture\edges_glass27.jpg,glass
Edge_Detection_Picture\edges_metal391.jpg,metal
Edge_Detection_Picture\edges_glass65.jpg,glass
Edge_Detection_Picture\edges_glass115.jpg,glass
Edge_Detection_Picture\edges_metal183.jpg,metal
Edge_Detection_Picture\edges_paper47.jpg,paper
Edge_Detection_Picture\edges_plastic143.jpg,plastic
Edge_Detection_Picture\edges_paper451.jpg,paper
Edge_Detection_Picture\edges_glass121.jpg,glass
Edge_Detection_Picture\edges_plastic313.jpg,plastic
Edge_Detection_Picture\edges_metal292.jpg,metal
Edge_Detection_Picture\edges_metal103.jpg,metal
Edge_Detection_Picture\edges_paper562.jpg,paper
Edge_Detection_Picture\edges_plastic325.jpg,plastic
Edge_Detection_Picture\edges_metal199.jpg,metal
Edge_Detection_Picture\edges_cardboard271.jpg,cardboard
Edge_Detection_Picture\edges_cardboard330.jpg,cardboard
Edge_Detection_Picture\edges_glass182.jpg,glass
Edge_Detection_Picture\edges_metal128.jpg,metal
Edge_Detection_Picture\edges_paper118.jpg,paper
Edge_Detection_Picture\edges_paper332.jpg,paper
Edge_Detection_Picture\edges_cardboard382.jpg,cardboard
Edge_Detection_Picture\edges_metal235.jpg,metal
Edge_Detection_Picture\edges_paper134.jpg,paper
Edge_Detection_Picture\edges_trash37.jpg,trash
Edge_Detection_Picture\edges_glass304.jpg,glass
Edge_Detection_Picture\edges_glass353.jpg,glass
Edge_Detection_Picture\edges_plastic228.jpg,plastic
Edge_Detection_Picture\edges_paper96.jpg,paper
Edge_Detection_Picture\edges_metal116.jpg,metal
Edge_Detection_Picture\edges_cardboard167.jpg,cardboard
Edge_Detection_Picture\edges_glass251.jpg,glass
Edge_Detection_Picture\edges_plastic404.jpg,plastic
Edge_Detection_Picture\edges_glass299.jpg,glass
Edge_Detection_Picture\edges_glass95.jpg,glass
Edge_Detection_Picture\edges_plastic241.jpg,plastic
Edge_Detection_Picture\edges_plastic102.jpg,plastic
Edge_Detection_Picture\edges_cardboard96.jpg,cardboard
Edge_Detection_Picture\edges_metal396.jpg,metal
Edge_Detection_Picture\edges_cardboard395.jpg,cardboard
Edge_Detection_Picture\edges_plastic71.jpg,plastic
Edge_Detection_Picture\edges_plastic22.jpg,plastic
Edge_Detection_Picture\edges_cardboard214.jpg,cardboard
Edge_Detection_Picture\edges_plastic193.jpg,plastic
Edge_Detection_Picture\edges_cardboard288.jpg,cardboard
Edge_Detection_Picture\edges_metal56.jpg,metal
Edge_Detection_Picture\edges_glass491.jpg,glass
Edge_Detection_Picture\edges_cardboard175.jpg,cardboard
Edge_Detection_Picture\edges_paper185.jpg,paper
Edge_Detection_Picture\edges_metal95.jpg,metal
Edge_Detection_Picture\edges_cardboard10.jpg,cardboard
Edge_Detection_Picture\edges_metal4.jpg,metal
Edge_Detection_Picture\edges_metal177.jpg,metal
Edge_Detection_Picture\edges_plastic152.jpg,plastic
Edge_Detection_Picture\edges_glass351.jpg,glass
Edge_Detection_Picture\edges_cardboard394.jpg,cardboard
Edge_Detection_Picture\edges_paper216.jpg,paper
Edge_Detection_Picture\edges_metal132.jpg,metal
Edge_Detection_Picture\edges_metal380.jpg,metal
Edge_Detection_Picture\edges_glass264.jpg,glass
Edge_Detection_Picture\edges_metal82.jpg,metal
Edge_Detection_Picture\edges_paper163.jpg,paper
Edge_Detection_Picture\edges_glass168.jpg,glass
Edge_Detection_Picture\edges_plastic255.jpg,plastic
Edge_Detection_Picture\edges_metal293.jpg,metal
Edge_Detection_Picture\edges_cardboard396.jpg,cardboard
Edge_Detection_Picture\edges_cardboard347.jpg,cardboard
Edge_Detection_Picture\edges_plastic390.jpg,plastic
Edge_Detection_Picture\edges_plastic282.jpg,plastic
Edge_Detection_Picture\edges_plastic43.jpg,plastic
Edge_Detection_Picture\edges_glass114.jpg,glass
Edge_Detection_Picture\edges_glass152.jpg,glass
Edge_Detection_Picture\edges_paper565.jpg,paper
Edge_Detection_Picture\edges_metal223.jpg,metal
Edge_Detection_Picture\edges_plastic263.jpg,plastic
Edge_Detection_Picture\edges_metal204.jpg,metal
Edge_Detection_Picture\edges_cardboard52.jpg,cardboard
Edge_Detection_Picture\edges_paper114.jpg,paper
Edge_Detection_Picture\edges_paper529.jpg,paper
Edge_Detection_Picture\edges_metal349.jpg,metal
Edge_Detection_Picture\edges_plastic225.jpg,plastic
Edge_Detection_Picture\edges_paper85.jpg,paper
Edge_Detection_Picture\edges_cardboard234.jpg,cardboard
Edge_Detection_Picture\edges_metal97.jpg,metal
Edge_Detection_Picture\edges_cardboard156.jpg,cardboard
Edge_Detection_Picture\edges_cardboard289.jpg,cardboard
Edge_Detection_Picture\edges_plastic463.jpg,plastic
Edge_Detection_Picture\edges_paper43.jpg,paper
Edge_Detection_Picture\edges_cardboard37.jpg,cardboard
Edge_Detection_Picture\edges_metal98.jpg,metal
Edge_Detection_Picture\edges_paper276.jpg,paper
Edge_Detection_Picture\edges_glass468.jpg,glass
Edge_Detection_Picture\edges_paper427.jpg,paper
Edge_Detection_Picture\edges_paper355.jpg,paper
Edge_Detection_Picture\edges_metal137.jpg,metal
Edge_Detection_Picture\edges_plastic210.jpg,plastic
Edge_Detection_Picture\edges_metal229.jpg,metal
Edge_Detection_Picture\edges_paper499.jpg,paper
Edge_Detection_Picture\edges_paper192.jpg,paper
Edge_Detection_Picture\edges_paper289.jpg,paper
Edge_Detection_Picture\edges_glass240.jpg,glass
Edge_Detection_Picture\edges_paper535.jpg,paper
Edge_Detection_Picture\edges_paper306.jpg,paper
Edge_Detection_Picture\edges_plastic442.jpg,plastic
Edge_Detection_Picture\edges_paper88.jpg,paper
Edge_Detection_Picture\edges_cardboard273.jpg,cardboard
Edge_Detection_Picture\edges_plastic349.jpg,plastic
Edge_Detection_Picture\edges_paper81.jpg,paper
Edge_Detection_Picture\edges_metal100.jpg,metal
Edge_Detection_Picture\edges_glass290.jpg,glass
Edge_Detection_Picture\edges_paper404.jpg,paper
Edge_Detection_Picture\edges_glass429.jpg,glass
Edge_Detection_Picture\edges_glass327.jpg,glass
Edge_Detection_Picture\edges_glass234.jpg,glass
Edge_Detection_Picture\edges_plastic296.jpg,plastic
Edge_Detection_Picture\edges_plastic445.jpg,plastic
Edge_Detection_Picture\edges_metal249.jpg,metal
Edge_Detection_Picture\edges_glass371.jpg,glass
Edge_Detection_Picture\edges_paper305.jpg,paper
Edge_Detection_Picture\edges_cardboard350.jpg,cardboard
Edge_Detection_Picture\edges_paper554.jpg,paper
Edge_Detection_Picture\edges_cardboard82.jpg,cardboard
Edge_Detection_Picture\edges_metal227.jpg,metal
