imgPath,label
archive/Garbage Classification\glass\glass7.jpg,glass
archive/Garbage Classification\plastic\plastic97.jpg,plastic
archive/Garbage Classification\plastic\plastic346.jpg,plastic
archive/Garbage Classification\glass\glass169.jpg,glass
archive/Garbage Classification\glass\glass286.jpg,glass
archive/Garbage Classification\metal\metal377.jpg,metal
archive/Garbage Classification\cardboard\cardboard171.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard314.jpg,cardboard
archive/Garbage Classification\paper\paper208.jpg,paper
archive/Garbage Classification\glass\glass396.jpg,glass
archive/Garbage Classification\paper\paper194.jpg,paper
archive/Garbage Classification\paper\paper345.jpg,paper
archive/Garbage Classification\plastic\plastic60.jpg,plastic
archive/Garbage Classification\plastic\plastic36.jpg,plastic
archive/Garbage Classification\plastic\plastic206.jpg,plastic
archive/Garbage Classification\glass\glass494.jpg,glass
archive/Garbage Classification\cardboard\cardboard5.jpg,cardboard
archive/Garbage Classification\glass\glass482.jpg,glass
archive/Garbage Classification\glass\glass497.jpg,glass
archive/Garbage Classification\paper\paper218.jpg,paper
archive/Garbage Classification\plastic\plastic217.jpg,plastic
archive/Garbage Classification\metal\metal347.jpg,metal
archive/Garbage Classification\paper\paper55.jpg,paper
archive/Garbage Classification\plastic\plastic249.jpg,plastic
archive/Garbage Classification\paper\paper251.jpg,paper
archive/Garbage Classification\metal\metal62.jpg,metal
archive/Garbage Classification\metal\metal252.jpg,metal
archive/Garbage Classification\metal\metal9.jpg,metal
archive/Garbage Classification\glass\glass477.jpg,glass
archive/Garbage Classification\glass\glass297.jpg,glass
archive/Garbage Classification\cardboard\cardboard109.jpg,cardboard
archive/Garbage Classification\trash\trash13.jpg,trash
archive/Garbage Classification\paper\paper125.jpg,paper
archive/Garbage Classification\plastic\plastic268.jpg,plastic
archive/Garbage Classification\plastic\plastic26.jpg,plastic
archive/Garbage Classification\paper\paper161.jpg,paper
archive/Garbage Classification\metal\metal28.jpg,metal
archive/Garbage Classification\plastic\plastic117.jpg,plastic
archive/Garbage Classification\glass\glass232.jpg,glass
archive/Garbage Classification\cardboard\cardboard25.jpg,cardboard
archive/Garbage Classification\paper\paper442.jpg,paper
archive/Garbage Classification\paper\paper249.jpg,paper
archive/Garbage Classification\glass\glass389.jpg,glass
archive/Garbage Classification\glass\glass257.jpg,glass
archive/Garbage Classification\plastic\plastic211.jpg,plastic
archive/Garbage Classification\plastic\plastic213.jpg,plastic
archive/Garbage Classification\cardboard\cardboard259.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard255.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard136.jpg,cardboard
archive/Garbage Classification\glass\glass498.jpg,glass
archive/Garbage Classification\plastic\plastic424.jpg,plastic
archive/Garbage Classification\cardboard\cardboard220.jpg,cardboard
archive/Garbage Classification\glass\glass50.jpg,glass
archive/Garbage Classification\cardboard\cardboard323.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard375.jpg,cardboard
archive/Garbage Classification\paper\paper367.jpg,paper
archive/Garbage Classification\glass\glass321.jpg,glass
archive/Garbage Classification\plastic\plastic197.jpg,plastic
archive/Garbage Classification\cardboard\cardboard193.jpg,cardboard
archive/Garbage Classification\paper\paper304.jpg,paper
archive/Garbage Classification\paper\paper179.jpg,paper
archive/Garbage Classification\metal\metal136.jpg,metal
archive/Garbage Classification\trash\trash125.jpg,trash
archive/Garbage Classification\paper\paper141.jpg,paper
archive/Garbage Classification\metal\metal16.jpg,metal
archive/Garbage Classification\glass\glass310.jpg,glass
archive/Garbage Classification\plastic\plastic336.jpg,plastic
archive/Garbage Classification\cardboard\cardboard310.jpg,cardboard
archive/Garbage Classification\plastic\plastic116.jpg,plastic
archive/Garbage Classification\glass\glass446.jpg,glass
archive/Garbage Classification\paper\paper422.jpg,paper
archive/Garbage Classification\glass\glass245.jpg,glass
archive/Garbage Classification\cardboard\cardboard302.jpg,cardboard
archive/Garbage Classification\plastic\plastic261.jpg,plastic
archive/Garbage Classification\paper\paper39.jpg,paper
archive/Garbage Classification\glass\glass210.jpg,glass
archive/Garbage Classification\paper\paper45.jpg,paper
archive/Garbage Classification\glass\glass226.jpg,glass
archive/Garbage Classification\paper\paper59.jpg,paper
archive/Garbage Classification\metal\metal196.jpg,metal
archive/Garbage Classification\trash\trash128.jpg,trash
archive/Garbage Classification\paper\paper339.jpg,paper
archive/Garbage Classification\glass\glass57.jpg,glass
archive/Garbage Classification\plastic\plastic239.jpg,plastic
archive/Garbage Classification\paper\paper458.jpg,paper
archive/Garbage Classification\cardboard\cardboard322.jpg,cardboard
archive/Garbage Classification\metal\metal225.jpg,metal
archive/Garbage Classification\metal\metal314.jpg,metal
archive/Garbage Classification\trash\trash97.jpg,trash
archive/Garbage Classification\paper\paper14.jpg,paper
archive/Garbage Classification\cardboard\cardboard127.jpg,cardboard
archive/Garbage Classification\plastic\plastic72.jpg,plastic
archive/Garbage Classification\plastic\plastic46.jpg,plastic
archive/Garbage Classification\cardboard\cardboard1.jpg,cardboard
archive/Garbage Classification\plastic\plastic471.jpg,plastic
archive/Garbage Classification\glass\glass271.jpg,glass
archive/Garbage Classification\glass\glass38.jpg,glass
archive/Garbage Classification\cardboard\cardboard223.jpg,cardboard
archive/Garbage Classification\plastic\plastic175.jpg,plastic
archive/Garbage Classification\glass\glass99.jpg,glass
archive/Garbage Classification\paper\paper352.jpg,paper
archive/Garbage Classification\plastic\plastic388.jpg,plastic
archive/Garbage Classification\cardboard\cardboard94.jpg,cardboard
archive/Garbage Classification\glass\glass405.jpg,glass
archive/Garbage Classification\plastic\plastic202.jpg,plastic
archive/Garbage Classification\glass\glass427.jpg,glass
archive/Garbage Classification\paper\paper175.jpg,paper
archive/Garbage Classification\cardboard\cardboard203.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard392.jpg,cardboard
archive/Garbage Classification\paper\paper33.jpg,paper
archive/Garbage Classification\paper\paper310.jpg,paper
archive/Garbage Classification\cardboard\cardboard141.jpg,cardboard
archive/Garbage Classification\metal\metal68.jpg,metal
archive/Garbage Classification\trash\trash132.jpg,trash
archive/Garbage Classification\paper\paper333.jpg,paper
archive/Garbage Classification\plastic\plastic405.jpg,plastic
archive/Garbage Classification\trash\trash73.jpg,trash
archive/Garbage Classification\metal\metal373.jpg,metal
archive/Garbage Classification\glass\glass53.jpg,glass
archive/Garbage Classification\paper\paper108.jpg,paper
archive/Garbage Classification\paper\paper494.jpg,paper
archive/Garbage Classification\metal\metal275.jpg,metal
archive/Garbage Classification\cardboard\cardboard186.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard33.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard371.jpg,cardboard
archive/Garbage Classification\plastic\plastic317.jpg,plastic
archive/Garbage Classification\plastic\plastic180.jpg,plastic
archive/Garbage Classification\cardboard\cardboard236.jpg,cardboard
archive/Garbage Classification\plastic\plastic118.jpg,plastic
archive/Garbage Classification\cardboard\cardboard169.jpg,cardboard
archive/Garbage Classification\paper\paper574.jpg,paper
archive/Garbage Classification\plastic\plastic61.jpg,plastic
archive/Garbage Classification\metal\metal112.jpg,metal
archive/Garbage Classification\metal\metal241.jpg,metal
archive/Garbage Classification\glass\glass173.jpg,glass
archive/Garbage Classification\paper\paper335.jpg,paper
archive/Garbage Classification\plastic\plastic426.jpg,plastic
archive/Garbage Classification\paper\paper477.jpg,paper
archive/Garbage Classification\cardboard\cardboard390.jpg,cardboard
archive/Garbage Classification\metal\metal74.jpg,metal
archive/Garbage Classification\trash\trash87.jpg,trash
archive/Garbage Classification\glass\glass426.jpg,glass
archive/Garbage Classification\paper\paper423.jpg,paper
archive/Garbage Classification\glass\glass2.jpg,glass
archive/Garbage Classification\glass\glass336.jpg,glass
archive/Garbage Classification\cardboard\cardboard22.jpg,cardboard
archive/Garbage Classification\paper\paper264.jpg,paper
archive/Garbage Classification\trash\trash79.jpg,trash
archive/Garbage Classification\plastic\plastic186.jpg,plastic
archive/Garbage Classification\cardboard\cardboard152.jpg,cardboard
archive/Garbage Classification\trash\trash32.jpg,trash
archive/Garbage Classification\cardboard\cardboard249.jpg,cardboard
archive/Garbage Classification\glass\glass166.jpg,glass
archive/Garbage Classification\paper\paper204.jpg,paper
archive/Garbage Classification\trash\trash136.jpg,trash
archive/Garbage Classification\glass\glass81.jpg,glass
archive/Garbage Classification\paper\paper123.jpg,paper
archive/Garbage Classification\metal\metal147.jpg,metal
archive/Garbage Classification\paper\paper50.jpg,paper
archive/Garbage Classification\glass\glass136.jpg,glass
archive/Garbage Classification\plastic\plastic316.jpg,plastic
archive/Garbage Classification\plastic\plastic218.jpg,plastic
archive/Garbage Classification\plastic\plastic67.jpg,plastic
archive/Garbage Classification\glass\glass292.jpg,glass
archive/Garbage Classification\plastic\plastic444.jpg,plastic
archive/Garbage Classification\glass\glass277.jpg,glass
archive/Garbage Classification\paper\paper387.jpg,paper
archive/Garbage Classification\plastic\plastic38.jpg,plastic
archive/Garbage Classification\plastic\plastic27.jpg,plastic
archive/Garbage Classification\metal\metal1.jpg,metal
archive/Garbage Classification\paper\paper259.jpg,paper
archive/Garbage Classification\cardboard\cardboard336.jpg,cardboard
archive/Garbage Classification\metal\metal247.jpg,metal
archive/Garbage Classification\paper\paper147.jpg,paper
archive/Garbage Classification\cardboard\cardboard316.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard58.jpg,cardboard
archive/Garbage Classification\metal\metal131.jpg,metal
archive/Garbage Classification\paper\paper513.jpg,paper
archive/Garbage Classification\paper\paper550.jpg,paper
archive/Garbage Classification\glass\glass464.jpg,glass
archive/Garbage Classification\cardboard\cardboard357.jpg,cardboard
archive/Garbage Classification\paper\paper577.jpg,paper
archive/Garbage Classification\paper\paper507.jpg,paper
archive/Garbage Classification\cardboard\cardboard194.jpg,cardboard
archive/Garbage Classification\trash\trash52.jpg,trash
archive/Garbage Classification\paper\paper414.jpg,paper
archive/Garbage Classification\cardboard\cardboard12.jpg,cardboard
archive/Garbage Classification\metal\metal277.jpg,metal
archive/Garbage Classification\paper\paper15.jpg,paper
archive/Garbage Classification\metal\metal301.jpg,metal
archive/Garbage Classification\glass\glass451.jpg,glass
archive/Garbage Classification\glass\glass248.jpg,glass
archive/Garbage Classification\paper\paper124.jpg,paper
archive/Garbage Classification\metal\metal318.jpg,metal
archive/Garbage Classification\cardboard\cardboard270.jpg,cardboard
archive/Garbage Classification\paper\paper112.jpg,paper
archive/Garbage Classification\plastic\plastic4.jpg,plastic
archive/Garbage Classification\plastic\plastic32.jpg,plastic
archive/Garbage Classification\glass\glass197.jpg,glass
archive/Garbage Classification\glass\glass167.jpg,glass
archive/Garbage Classification\paper\paper99.jpg,paper
archive/Garbage Classification\glass\glass275.jpg,glass
archive/Garbage Classification\trash\trash107.jpg,trash
archive/Garbage Classification\metal\metal381.jpg,metal
archive/Garbage Classification\glass\glass60.jpg,glass
archive/Garbage Classification\metal\metal366.jpg,metal
archive/Garbage Classification\metal\metal409.jpg,metal
archive/Garbage Classification\plastic\plastic145.jpg,plastic
archive/Garbage Classification\cardboard\cardboard84.jpg,cardboard
archive/Garbage Classification\trash\trash50.jpg,trash
archive/Garbage Classification\glass\glass178.jpg,glass
archive/Garbage Classification\metal\metal244.jpg,metal
archive/Garbage Classification\paper\paper385.jpg,paper
archive/Garbage Classification\plastic\plastic201.jpg,plastic
archive/Garbage Classification\plastic\plastic435.jpg,plastic
archive/Garbage Classification\glass\glass435.jpg,glass
archive/Garbage Classification\metal\metal400.jpg,metal
archive/Garbage Classification\glass\glass287.jpg,glass
archive/Garbage Classification\glass\glass441.jpg,glass
archive/Garbage Classification\plastic\plastic226.jpg,plastic
archive/Garbage Classification\plastic\plastic178.jpg,plastic
archive/Garbage Classification\cardboard\cardboard123.jpg,cardboard
archive/Garbage Classification\plastic\plastic30.jpg,plastic
archive/Garbage Classification\glass\glass263.jpg,glass
archive/Garbage Classification\metal\metal17.jpg,metal
archive/Garbage Classification\metal\metal307.jpg,metal
archive/Garbage Classification\plastic\plastic440.jpg,plastic
archive/Garbage Classification\plastic\plastic450.jpg,plastic
archive/Garbage Classification\metal\metal213.jpg,metal
archive/Garbage Classification\cardboard\cardboard237.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard362.jpg,cardboard
archive/Garbage Classification\plastic\plastic176.jpg,plastic
archive/Garbage Classification\glass\glass463.jpg,glass
archive/Garbage Classification\cardboard\cardboard238.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard213.jpg,cardboard
archive/Garbage Classification\plastic\plastic86.jpg,plastic
archive/Garbage Classification\paper\paper225.jpg,paper
archive/Garbage Classification\paper\paper425.jpg,paper
archive/Garbage Classification\paper\paper485.jpg,paper
archive/Garbage Classification\plastic\plastic290.jpg,plastic
archive/Garbage Classification\glass\glass341.jpg,glass
archive/Garbage Classification\metal\metal69.jpg,metal
archive/Garbage Classification\plastic\plastic319.jpg,plastic
archive/Garbage Classification\cardboard\cardboard286.jpg,cardboard
archive/Garbage Classification\glass\glass18.jpg,glass
archive/Garbage Classification\glass\glass193.jpg,glass
archive/Garbage Classification\glass\glass80.jpg,glass
archive/Garbage Classification\paper\paper255.jpg,paper
archive/Garbage Classification\cardboard\cardboard182.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard378.jpg,cardboard
archive/Garbage Classification\plastic\plastic297.jpg,plastic
archive/Garbage Classification\paper\paper242.jpg,paper
archive/Garbage Classification\trash\trash111.jpg,trash
archive/Garbage Classification\metal\metal133.jpg,metal
archive/Garbage Classification\plastic\plastic418.jpg,plastic
archive/Garbage Classification\paper\paper460.jpg,paper
archive/Garbage Classification\glass\glass194.jpg,glass
archive/Garbage Classification\metal\metal64.jpg,metal
archive/Garbage Classification\glass\glass501.jpg,glass
archive/Garbage Classification\cardboard\cardboard349.jpg,cardboard
archive/Garbage Classification\paper\paper552.jpg,paper
archive/Garbage Classification\glass\glass109.jpg,glass
archive/Garbage Classification\glass\glass343.jpg,glass
archive/Garbage Classification\plastic\plastic253.jpg,plastic
archive/Garbage Classification\trash\trash5.jpg,trash
archive/Garbage Classification\plastic\plastic335.jpg,plastic
archive/Garbage Classification\plastic\plastic12.jpg,plastic
archive/Garbage Classification\paper\paper405.jpg,paper
archive/Garbage Classification\plastic\plastic475.jpg,plastic
archive/Garbage Classification\metal\metal63.jpg,metal
archive/Garbage Classification\paper\paper354.jpg,paper
archive/Garbage Classification\paper\paper386.jpg,paper
archive/Garbage Classification\metal\metal182.jpg,metal
archive/Garbage Classification\glass\glass158.jpg,glass
archive/Garbage Classification\paper\paper571.jpg,paper
archive/Garbage Classification\cardboard\cardboard240.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard132.jpg,cardboard
archive/Garbage Classification\trash\trash1.jpg,trash
archive/Garbage Classification\metal\metal355.jpg,metal
archive/Garbage Classification\paper\paper588.jpg,paper
archive/Garbage Classification\plastic\plastic309.jpg,plastic
archive/Garbage Classification\metal\metal45.jpg,metal
archive/Garbage Classification\cardboard\cardboard34.jpg,cardboard
archive/Garbage Classification\glass\glass280.jpg,glass
archive/Garbage Classification\trash\trash66.jpg,trash
archive/Garbage Classification\metal\metal353.jpg,metal
archive/Garbage Classification\metal\metal286.jpg,metal
archive/Garbage Classification\cardboard\cardboard53.jpg,cardboard
archive/Garbage Classification\plastic\plastic425.jpg,plastic
archive/Garbage Classification\glass\glass203.jpg,glass
archive/Garbage Classification\paper\paper182.jpg,paper
archive/Garbage Classification\paper\paper200.jpg,paper
archive/Garbage Classification\paper\paper174.jpg,paper
archive/Garbage Classification\paper\paper517.jpg,paper
archive/Garbage Classification\glass\glass487.jpg,glass
archive/Garbage Classification\plastic\plastic368.jpg,plastic
archive/Garbage Classification\paper\paper239.jpg,paper
archive/Garbage Classification\cardboard\cardboard216.jpg,cardboard
archive/Garbage Classification\paper\paper542.jpg,paper
archive/Garbage Classification\metal\metal354.jpg,metal
archive/Garbage Classification\glass\glass125.jpg,glass
archive/Garbage Classification\paper\paper464.jpg,paper
archive/Garbage Classification\paper\paper223.jpg,paper
archive/Garbage Classification\plastic\plastic187.jpg,plastic
archive/Garbage Classification\glass\glass148.jpg,glass
archive/Garbage Classification\plastic\plastic54.jpg,plastic
archive/Garbage Classification\plastic\plastic73.jpg,plastic
archive/Garbage Classification\plastic\plastic414.jpg,plastic
archive/Garbage Classification\cardboard\cardboard241.jpg,cardboard
archive/Garbage Classification\paper\paper269.jpg,paper
archive/Garbage Classification\metal\metal26.jpg,metal
archive/Garbage Classification\metal\metal30.jpg,metal
archive/Garbage Classification\plastic\plastic155.jpg,plastic
archive/Garbage Classification\glass\glass471.jpg,glass
archive/Garbage Classification\glass\glass261.jpg,glass
archive/Garbage Classification\plastic\plastic140.jpg,plastic
archive/Garbage Classification\glass\glass230.jpg,glass
archive/Garbage Classification\paper\paper31.jpg,paper
archive/Garbage Classification\paper\paper592.jpg,paper
archive/Garbage Classification\glass\glass149.jpg,glass
archive/Garbage Classification\glass\glass107.jpg,glass
archive/Garbage Classification\plastic\plastic380.jpg,plastic
archive/Garbage Classification\metal\metal158.jpg,metal
archive/Garbage Classification\cardboard\cardboard112.jpg,cardboard
archive/Garbage Classification\plastic\plastic79.jpg,plastic
archive/Garbage Classification\glass\glass214.jpg,glass
archive/Garbage Classification\plastic\plastic248.jpg,plastic
archive/Garbage Classification\glass\glass465.jpg,glass
archive/Garbage Classification\paper\paper570.jpg,paper
archive/Garbage Classification\glass\glass63.jpg,glass
archive/Garbage Classification\glass\glass146.jpg,glass
archive/Garbage Classification\plastic\plastic198.jpg,plastic
archive/Garbage Classification\plastic\plastic179.jpg,plastic
archive/Garbage Classification\glass\glass147.jpg,glass
archive/Garbage Classification\metal\metal371.jpg,metal
archive/Garbage Classification\trash\trash137.jpg,trash
archive/Garbage Classification\cardboard\cardboard280.jpg,cardboard
archive/Garbage Classification\plastic\plastic433.jpg,plastic
archive/Garbage Classification\cardboard\cardboard192.jpg,cardboard
archive/Garbage Classification\plastic\plastic6.jpg,plastic
archive/Garbage Classification\plastic\plastic110.jpg,plastic
archive/Garbage Classification\paper\paper151.jpg,paper
archive/Garbage Classification\glass\glass27.jpg,glass
archive/Garbage Classification\metal\metal391.jpg,metal
archive/Garbage Classification\glass\glass65.jpg,glass
archive/Garbage Classification\glass\glass115.jpg,glass
archive/Garbage Classification\metal\metal183.jpg,metal
archive/Garbage Classification\paper\paper47.jpg,paper
archive/Garbage Classification\plastic\plastic143.jpg,plastic
archive/Garbage Classification\paper\paper451.jpg,paper
archive/Garbage Classification\glass\glass121.jpg,glass
archive/Garbage Classification\plastic\plastic313.jpg,plastic
archive/Garbage Classification\metal\metal292.jpg,metal
archive/Garbage Classification\metal\metal103.jpg,metal
archive/Garbage Classification\paper\paper562.jpg,paper
archive/Garbage Classification\plastic\plastic325.jpg,plastic
archive/Garbage Classification\metal\metal199.jpg,metal
archive/Garbage Classification\cardboard\cardboard271.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard330.jpg,cardboard
archive/Garbage Classification\glass\glass182.jpg,glass
archive/Garbage Classification\metal\metal128.jpg,metal
archive/Garbage Classification\paper\paper118.jpg,paper
archive/Garbage Classification\paper\paper332.jpg,paper
archive/Garbage Classification\cardboard\cardboard382.jpg,cardboard
archive/Garbage Classification\metal\metal235.jpg,metal
archive/Garbage Classification\paper\paper134.jpg,paper
archive/Garbage Classification\trash\trash37.jpg,trash
archive/Garbage Classification\glass\glass304.jpg,glass
archive/Garbage Classification\glass\glass353.jpg,glass
archive/Garbage Classification\plastic\plastic228.jpg,plastic
archive/Garbage Classification\paper\paper96.jpg,paper
archive/Garbage Classification\metal\metal116.jpg,metal
archive/Garbage Classification\cardboard\cardboard167.jpg,cardboard
archive/Garbage Classification\glass\glass251.jpg,glass
archive/Garbage Classification\plastic\plastic404.jpg,plastic
archive/Garbage Classification\glass\glass299.jpg,glass
archive/Garbage Classification\glass\glass95.jpg,glass
archive/Garbage Classification\plastic\plastic241.jpg,plastic
archive/Garbage Classification\plastic\plastic102.jpg,plastic
archive/Garbage Classification\cardboard\cardboard96.jpg,cardboard
archive/Garbage Classification\metal\metal396.jpg,metal
archive/Garbage Classification\cardboard\cardboard395.jpg,cardboard
archive/Garbage Classification\plastic\plastic71.jpg,plastic
archive/Garbage Classification\plastic\plastic22.jpg,plastic
archive/Garbage Classification\cardboard\cardboard214.jpg,cardboard
archive/Garbage Classification\plastic\plastic193.jpg,plastic
archive/Garbage Classification\cardboard\cardboard288.jpg,cardboard
archive/Garbage Classification\metal\metal56.jpg,metal
archive/Garbage Classification\glass\glass491.jpg,glass
archive/Garbage Classification\cardboard\cardboard175.jpg,cardboard
archive/Garbage Classification\paper\paper185.jpg,paper
archive/Garbage Classification\metal\metal95.jpg,metal
archive/Garbage Classification\cardboard\cardboard10.jpg,cardboard
archive/Garbage Classification\metal\metal4.jpg,metal
archive/Garbage Classification\metal\metal177.jpg,metal
archive/Garbage Classification\plastic\plastic152.jpg,plastic
archive/Garbage Classification\glass\glass351.jpg,glass
archive/Garbage Classification\cardboard\cardboard394.jpg,cardboard
archive/Garbage Classification\paper\paper216.jpg,paper
archive/Garbage Classification\metal\metal132.jpg,metal
archive/Garbage Classification\metal\metal380.jpg,metal
archive/Garbage Classification\glass\glass264.jpg,glass
archive/Garbage Classification\metal\metal82.jpg,metal
archive/Garbage Classification\paper\paper163.jpg,paper
archive/Garbage Classification\glass\glass168.jpg,glass
archive/Garbage Classification\plastic\plastic255.jpg,plastic
archive/Garbage Classification\metal\metal293.jpg,metal
archive/Garbage Classification\cardboard\cardboard396.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard347.jpg,cardboard
archive/Garbage Classification\plastic\plastic390.jpg,plastic
archive/Garbage Classification\plastic\plastic282.jpg,plastic
archive/Garbage Classification\plastic\plastic43.jpg,plastic
archive/Garbage Classification\glass\glass114.jpg,glass
archive/Garbage Classification\glass\glass152.jpg,glass
archive/Garbage Classification\paper\paper565.jpg,paper
archive/Garbage Classification\metal\metal223.jpg,metal
archive/Garbage Classification\plastic\plastic263.jpg,plastic
archive/Garbage Classification\metal\metal204.jpg,metal
archive/Garbage Classification\cardboard\cardboard52.jpg,cardboard
archive/Garbage Classification\paper\paper114.jpg,paper
archive/Garbage Classification\paper\paper529.jpg,paper
archive/Garbage Classification\metal\metal349.jpg,metal
archive/Garbage Classification\plastic\plastic225.jpg,plastic
archive/Garbage Classification\paper\paper85.jpg,paper
archive/Garbage Classification\cardboard\cardboard234.jpg,cardboard
archive/Garbage Classification\metal\metal97.jpg,metal
archive/Garbage Classification\cardboard\cardboard156.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard289.jpg,cardboard
archive/Garbage Classification\plastic\plastic463.jpg,plastic
archive/Garbage Classification\paper\paper43.jpg,paper
archive/Garbage Classification\cardboard\cardboard37.jpg,cardboard
archive/Garbage Classification\metal\metal98.jpg,metal
archive/Garbage Classification\paper\paper276.jpg,paper
archive/Garbage Classification\glass\glass468.jpg,glass
archive/Garbage Classification\paper\paper427.jpg,paper
archive/Garbage Classification\paper\paper355.jpg,paper
archive/Garbage Classification\metal\metal137.jpg,metal
archive/Garbage Classification\plastic\plastic210.jpg,plastic
archive/Garbage Classification\metal\metal229.jpg,metal
archive/Garbage Classification\paper\paper499.jpg,paper
archive/Garbage Classification\paper\paper192.jpg,paper
archive/Garbage Classification\paper\paper289.jpg,paper
archive/Garbage Classification\glass\glass240.jpg,glass
archive/Garbage Classification\paper\paper535.jpg,paper
archive/Garbage Classification\paper\paper306.jpg,paper
archive/Garbage Classification\plastic\plastic442.jpg,plastic
archive/Garbage Classification\paper\paper88.jpg,paper
archive/Garbage Classification\cardboard\cardboard273.jpg,cardboard
archive/Garbage Classification\plastic\plastic349.jpg,plastic
archive/Garbage Classification\paper\paper81.jpg,paper
archive/Garbage Classification\metal\metal100.jpg,metal
archive/Garbage Classification\glass\glass290.jpg,glass
archive/Garbage Classification\paper\paper404.jpg,paper
archive/Garbage Classification\glass\glass429.jpg,glass
archive/Garbage Classification\glass\glass327.jpg,glass
archive/Garbage Classification\glass\glass234.jpg,glass
archive/Garbage Classification\plastic\plastic296.jpg,plastic
archive/Garbage Classification\plastic\plastic445.jpg,plastic
archive/Garbage Classification\metal\metal249.jpg,metal
archive/Garbage Classification\glass\glass371.jpg,glass
archive/Garbage Classification\paper\paper305.jpg,paper
archive/Garbage Classification\cardboard\cardboard350.jpg,cardboard
archive/Garbage Classification\paper\paper554.jpg,paper
archive/Garbage Classification\cardboard\cardboard82.jpg,cardboard
archive/Garbage Classification\metal\metal227.jpg,metal
archive/Garbage Classification\metal\metal248.jpg,metal
archive/Garbage Classification\metal\metal265.jpg,metal
archive/Garbage Classification\paper\paper567.jpg,paper
archive/Garbage Classification\plastic\plastic235.jpg,plastic
archive/Garbage Classification\glass\glass185.jpg,glass
archive/Garbage Classification\cardboard\cardboard360.jpg,cardboard
archive/Garbage Classification\cardboard\cardboard124.jpg,cardboard
archive/Garbage Classification\plastic\plastic458.jpg,plastic
archive/Garbage Classification\metal\metal260.jpg,metal
